,사업장명,상세영업상태명,소재지전체주소,시설규모,kakao_score,lat,lon
1988,섬진강권역 거북이야영 캠핑장,영업중,전라북도 순창군 동계면 구미리 743-1,,0.0,35.4467367,127.2066831
1989,십이선녀탕캠핑장,영업중,강원도 인제군 북면 용대리 1333-47,822.0,0.0,38.1889599,128.3620907
1990,에코밸리 캠핑장,영업중,경상북도 경주시 산내면 대현리 2394,2255.0,3.0,35.679292,129.0511532
1991,마검포태안캠핑장,영업중,충청남도 태안군 남면 신온리 952-107,1160.0,4.5,36.6137749,126.2904654
1992,계곡 좋은 펜션 야영장,영업중,경상남도 하동군 청암면 묵계리 1376,1423.0,0.0,35.2357042,127.7197745
1993,청평사 국민여가 캠핑장,영업중,강원도 춘천시 북산면 청평리 668-11,21697.0,0.0,37.9829341,127.8178527
1994,대둔산캠핑펜션오토캠핑장,영업중,전라북도 완주군 운주면 산북리 417-6,37.0,None,36.1079979,127.3375413
1995,아빌라 더 오아시스,영업중,경상남도 사천시 실안동 962,5058.0,5.0,34.9480617,128.0414714
1996,거북선마을 캠핑장,영업중,경상남도 사천시 용현면 주문리 733,2182.0,0.0,34.9984125,128.0406182
1997,몽산포감성캠핑장,영업중,충청남도 태안군 남면 신장리 355-61,7483.0,5.0,36.6718875,126.2899523
1998,꽃길글램핑,영업중,경상남도 산청군 금서면 지막리 915,0.0,5.0,35.3971461,127.8237998
1999,네잎클로버 캠핑장,영업중,경기도 가평군 설악면 설곡리 777,2998.0,5.0,37.6171772,127.5097259
2000,달무리 캠핑장,영업중,경기도 가평군 조종면 마일리 319,972.0,0.0,37.8554406,127.3844121
2001,범바위캠핑정원,영업중,경기도 김포시 대곶면 율생리 184-1,,3.0,37.6422992,126.6005676
2002,운악산진우네캠핑장,영업중,경기도 포천시 화현면 화현리 1131-6,,5.0,37.8873043,127.3037632
2003,솔밭야영장,영업중,경상북도 군위군 부계면 동산리 750-2,,2.3,36.0473447,128.6615663
2004,솔밭야영장,영업중,경상북도 군위군 부계면 동산리 750-2,,2.3,36.0473447,128.6615663
2005,솔밭야영장,영업중,경상북도 군위군 부계면 동산리 750-2,,2.3,36.0473447,128.6615663
2006,솔밭야영장,영업중,경상북도 군위군 부계면 동산리 750-2,,2.3,36.0473447,128.6615663
2007,솔밭야영장,영업중,경상북도 군위군 부계면 동산리 750-2,,2.3,36.0473447,128.6615663
2008,낭추골캠핑장,영업중,충청북도 청주시 상당구 낭성면 추정리 186,,0.0,36.598121,127.6180379
2009,WAVE 글램핑,영업중,경상북도 포항시 남구 구룡포읍 석병리 19-2,2061.0,0.0,36.0313202,129.577901
2010,(주)크리스월드더레지던스,영업중,경기도 가평군 가평읍 금대리 49-4,3800.0,None,37.7603058,127.5417867
2011,노랑카라반,영업중,경상남도 남해군 이동면 신전리 1006-12,0.0,1.0,34.7702003,127.9522181
2012,프로미스,영업중,경기도 포천시 이동면 장암리 716-153,,0.0,38.0691988,127.3533102
2013,섬진강별빛야영장,영업중,전라남도 광양시 진월면 오사리 135-193,1500.0,0.0,35.0119275,127.7814719
2014,편안캠핑장,영업중,경상북도 경주시 산내면 외칠리 3,1074.0,0.0,35.7585407,129.0408383
2015,청도글램핑,영업중,경상북도 청도군 화양읍 동천리 603-1,2315.0,4.7,35.6440326,128.7135315
2016,연종 캠핑장,영업중,충청남도 공주시 유구읍 연종리 130-1,211.0,0.0,36.6004269,127.00254
2017,살롱드 캠핑,영업중,경기도 양평군 양동면 쌍학리 357 양동초등학교,1564.0,0.0,37.407741,127.7480848
2018,엣더몬,영업중,경기도 가평군 상면 원흥리 515-2,1179.0,0.0,37.821167,127.323492
2019,노마드 캠프,영업중,경기도 남양주시 일패동 산 61-17,4322.0,0.0,37.6179603,127.1763309
2020,서리실 힐링 가족캠핑장,영업중,충청남도 천안시 동남구 광덕면 지장리 11-1,2203.0,5.0,36.6703212,127.0875036
2021,가산산성마을 캠핑장,영업중,경상북도 칠곡군 가산면 가산리 635-1 칠곡학생야영장,,0.0,36.04991589999999,128.5975783
2022,어썸비치,영업중,강원도 삼척시 근덕면 초곡리 287-1,68.0,0.0,37.3023131,129.2930224
2023,우니메이카(연천점),영업중,경기도 연천군 중면 합수리 93,2990.0,5.0,38.1558714,127.0625539
2024,하늘땅카라반,영업중,전라북도 무주군 설천면 삼공리 819-5,41.0,0.0,35.9073529,127.7704464
2025,가반나야영장,영업중,경상남도 남해군 창선면 서대리 489-2,284.0,None,34.8851665,127.9847223
2026,버팔로캠팜,영업중,인천광역시 강화군 하점면 삼거리 771-15,,1.8,37.75541279999999,126.4156435
2027,소똥령 마을관리휴양지 야영장,영업중,강원도 고성군 간성읍 장신리 513,14037.0,1.0,38.3304025,128.3783351
2028,소똥령 마을관리휴양지 야영장,영업중,강원도 고성군 간성읍 장신리 513,14037.0,1.0,38.3304025,128.3783351
2029,장신리 마을관리휴양지 야영장,영업중,강원도 고성군 간성읍 장신리 513,152.0,1.0,38.3304025,128.3783351
2030,장신리 마을관리휴양지 야영장,영업중,강원도 고성군 간성읍 장신리 513,152.0,1.0,38.3304025,128.3783351
2031,젤코바 캠핑장,영업중,경기도 용인시 처인구 양지면 주북리 170-8,167.0,5.0,37.2352242,127.2622645
2032,보성 지중해 야영장,영업중,전라남도 보성군 회천면 서당리 35-1,88.0,None,34.6933709,127.1437891
2033,월든캠프,영업중,강원도 양양군 손양면 송전리 36-5,150.0,3.2,38.089411,128.6539211
2034,낭도야영장,영업중,전라남도 여수시 화정면 낭도리 573,9943.0,2.6,34.6004796,127.5415697
2035,오색허브농원 캠핑장,영업중,강원도 양양군 서면 가라피리 9,61.0,5.0,38.0700075,128.5386525
2036,파머스글램핑,영업중,전라북도 고창군 상하면 자룡리 산 1-2 농원사무소,,0.0,35.4470341,126.4499192
2037,금강뷰,영업중,충청남도 금산군 제원면 천내리 695,1420.0,0.0,36.1148538,127.5806774
2038,은하수야영캠핑장,영업중,충청남도 태안군 소원면 모항리 770-11,6529.0,0.0,36.7524805,126.1377923
2039,진동리국민여가캠핑장 by zapza,영업중,강원도 춘천시 동면 장학리 1007-6,,0.0,37.9075284,127.7582323
2040,부재산방 야영장,영업중,경상남도 창원시 마산합포구 진전면 평암리 254,0.0,0.0,35.151871,128.4071246
2041,영학관광농원 야영장,영업중,경상남도 창원시 마산합포구 진북면 영학리 555 외1필지,0.0,0.0,35.154208,128.4337383
2042,타이거스피드 안녕오토캠핑장,영업중,경상남도 창원시 마산합포구 구산면 옥계리 471-2,0.0,4.3,35.1080992,128.6007624
2043,창원 휴양림 오토 캠핑장,영업중,경상남도 창원시 마산합포구 구산면 석곡리 산 104,0.0,3.7,35.1111501,128.5706108
2044,진북편백골관광농원캠핑장,영업중,경상남도 창원시 마산합포구 진북면 금산리 437,10198.0,4.3,35.1544997,128.4440451
2045,돌담캠핑장,영업중,경상남도 창원시 마산합포구 진동면 인곡리 726 외9필지,0.0,5.0,35.1358987,128.516796
2046,산청펫글램핑,영업중,경상남도 산청군 금서면 자혜리 443,1722.0,5.0,35.4387467,127.7779864
2047,트리하우스계곡야영장,영업중,강원도 홍천군 내촌면 와야리 산 75,203.0,3.0,37.8213503,128.1452914
2048,젤리캠핑장,영업중,경기도 안산시 단원구 대부남동 1126-77,2720.0,0.0,37.2300463,126.5802849
2049,양주 두리캠핑장,영업중,경기도 양주시 마전동 183,4995.0,3.0,37.77909349999999,127.058613
2050,새움정,영업중,경상북도 예천군 보문면 옥천리 235 감천초등학교옥천분교장,1073.0,0.0,36.7097132,128.5561968
2051,한성연수원 야영장,영업중,경상북도 문경시 마성면 하내리 754-1,8355.0,5.0,36.6645325,128.0804478
2052,대기리 숲속 관광농원,영업중,강원도 강릉시 왕산면 대기리 1948,2210.0,0.0,37.5782199,128.7490804
2053,캠핑소리251,영업중,경기도 가평군 설악면 엄소리 25-1,,5.0,37.6413017,127.5109419
2054,코뿔소글램핑,영업중,강원도 평창군 방림면 계촌리 867,132.0,5.0,37.4724188,128.2888476
2055,배티하우스,영업중,경상남도 합천군 쌍책면 사양리 665,67.0,5.0,35.6085709,128.2671941
2056,성보촌 캠핑장,영업중,경상북도 문경시 호계면 호계리 23,15509.0,0.0,36.6457188,128.1944669
2057,룰루랄라 캠핑장,영업중,경기도 용인시 처인구 해곡동 230,1240.0,4.0,37.1963765,127.2717149
2058,몽고몽고글램핑,영업중,강원도 홍천군 남면 남노일리 235-1,179.0,5.0,37.6804858,127.7568803
2059,나주 죽산보 오토캠핑장,영업중,전라남도 나주시 다시면 죽산리 123-2,12784.0,4.7,34.9708393,126.62778
2060,그레이스 글램핑,영업중,강원도 춘천시 남산면 강촌리 609-1,42.0,0.0,37.8280659,127.6098139
2061,푸른산페어웨이,영업중,"경기도 포천시 영북면 산정리 515-7 ,514-2,515-9,515-10",4535.0,5.0,38.0702704,127.3101165
2062,제천카라반&오토캠핑장 더그린,영업중,충청북도 제천시 봉양읍 원박리 969,,4.3,37.1441083,128.0597823
2063,아만다글램핑장,영업중,경기도 가평군 조종면 운악리 292-2,661.0,0.0,37.8178242,127.3532361
2064,연인산 다목적 캠핑장,영업중,경기도 가평군 북면 백둔리 349-5 연인산캠핑장,4786.0,4.8,37.901539,127.4613974
2065,캠프 인디오,영업중,강원도 홍천군 동면 후동리 565-1,1424.0,0.0,37.6474479,127.9302942
2066,함양라온캠핑장,영업중,경상남도 함양군 서하면 황산리 5 황석산청소년수련원,5245.0,5.0,35.6253673,127.7738738
2067,해울림영농조합법인,영업중,전라남도 고흥군 금산면 신평리 1001-9,,0.0,34.490557,127.1768616
2068,조봉야영장,영업중,강원도 양양군 서면 서림리 407-16,4.0,0.0,37.9710243,128.5198441
2069,수하 캠핑파크,영업중,강원도 홍천군 서석면 수하리 743-3 수하캠핑파크,6364.0,0.0,37.763362,128.1666167
2070,The하루만캠핑장,영업중,충청북도 괴산군 청천면 신월리 130,113.0,3.0,36.6344894,127.782401
2071,여울지숲속캠핑장,영업중,경기도 김포시 하성면 석탄리 242-10,,3.2,37.7268328,126.6449422
2072,용인 둥지골 캠핑장,영업중,경기도 용인시 처인구 원삼면 죽능리 26-47,1791.0,3.2,37.1361654,127.3285735
2073,비손관광농원 야영장,영업중,경상북도 포항시 북구 청하면 서정리 326-1,4650.0,0.0,36.1978102,129.3177971
2074,유곡면 농촌체험랜드,영업중,경상남도 의령군 유곡면 당동리 404,13536.0,0.0,35.4325636,128.3167923
2075,다둥이네캠핑장,영업중,경기도 가평군 북면 화악리 678-1,44.0,2.5,37.9348093,127.5630439
2076,시골학교캠핑장,영업중,충청북도 제천시 봉양읍 옥전리 180,,5.0,37.17340859999999,128.1052472
2077,우니메이카 캠핑장,영업중,강원도 양양군 현북면 법수치리 144-2,1966.0,5.0,37.9056848,128.6155572
2078,스페인마을 카라반,영업중,인천광역시 강화군 화도면 내리 2181-18,2084.0,2.0,37.6361022,126.3748991
2079,수산하늘풍경,영업중,강원도 인제군 남면 수산리 487,9964.0,0.0,37.9727318,128.0187588
2080,달리도 오토캠핑장,영업중,전라남도 목포시 달동 33-6,10621.0,0.0,34.7736319,126.3168894
2081,잭스캠프,영업중,경기도 포천시 신북면 갈월리 36-18,923.0,0.0,37.9329451,127.1659557
2082,숲속의쉼터 키즈,영업중,경기도 연천군 전곡읍 양원리 168-1,0.0,5.0,37.9721541,127.0360006
2083,서산버드랜드 야영장,영업중,충청남도 서산시 부석면 창리 149-56 서산시버드랜드,5498.0,0.0,36.6410572,126.3803184
2084,포레스트 캠핑장,영업중,충청남도 논산시 벌곡면 덕목리 1-4,0.0,0.0,36.1962073,127.2629705
2085,포레스트 캠핑장,영업중,충청남도 논산시 벌곡면 덕목리 1-4,0.0,0.0,36.1962073,127.2629705
2086,금동휴양림캠프2,영업중,경기도 포천시 신북면 금동리 217-4,0.0,0.0,37.9440463,127.130978
2087,까치고개,영업중,충청남도 천안시 동남구 수신면 장산리 129,2936.0,0.0,36.7298511,127.2976977
2088,주암2123,영업중,울산광역시 울주군 상북면 이천리 124-2,1115.0,None,35.5681773,129.0187135
2089,호수도도글램핑장,영업중,전라남도 광양시 봉강면 지곡리 산 3-1,18579.0,5.0,35.000347,127.5933196
2090,아이올레 인 포레스트 캠핑,영업중,제주특별자치도 제주시 구좌읍 행원리 2963,8416.0,0.0,33.5177318,126.7884671
2091,오로라,영업중,대전광역시 서구 장안동 363-2,0.0,0.0,36.2098761,127.337629
2092,태백산국립공원사무소 소도야영장,영업중,강원도 태백시 소도동 154-9 소도야영장,0.0,None,37.1213066,128.9530579
2093,운장산해마루캠핑,영업중,전라북도 진안군 주천면 대불리 1919,0.0,0.0,35.9353765,127.3560906
2094,로드 96 캠핑&카라반,영업중,전라남도 영광군 백수읍 백암리 96,249.0,0.0,35.3308072,126.3832119
2095,하소담캠핑장,영업중,경기도 포천시 영중면 성동리 464-7,0.0,0.0,38.02399440000001,127.2625051
2096,을수골 별빛계곡,영업중,강원도 홍천군 내면 광원리 493-1,126.0,None,37.807025,128.4659907
2097,279캠핑장,영업중,강원도 양양군 현북면 어성전리 149-1,124.0,5.0,37.9399504,128.6681763
2098,필립스가든,영업중,경상남도 김해시 생림면 나전리 30-5,4956.0,0.0,35.2759799,128.8873265
2099,제이제이파크,영업중,대전광역시 대덕구 신대동 411-15,0.0,0.0,36.3931891,127.4175451
2100,라온캠프닉,영업중,경기도 화성시 남양읍 송림리 156-1,60.0,0.0,37.1827037,127.6337897
2101,안도마을 협동조합(안도 기러기 캠핑장),영업중,전라남도 여수시 남면 안도리 999-3 여남중학교안도분교,105.0,None,34.4845725,127.8058103
2102,영도 마리노 오토캠핑장,영업중,부산광역시 영도구 청학동 330-119,42300.0,2.3,35.0984541,129.0596447
2103,아이월관광농원,영업중,경기도 포천시 창수면 운산리 328,0.0,0.0,38.0549905,127.2090898
2104,서천 국민여가 캠핑장,영업중,충청남도 서천군 마서면 도삼리 751-17,8600.0,4.0,36.0181121,126.7387202
2105,풀비치카라반,영업중,경상북도 포항시 북구 청하면 용두리 104-17,0.0,0.0,36.1956759,129.3725833
2106,해밀365 야영장,영업중,"경기도 양평군 용문면 신점리 365-13 , 5, 15, 16",164.0,0.0,37.5418369,127.5878496
2107,자작자작 캠핑장,영업중,강원도 횡성군 청일면 봉명리 388,5917.0,5.0,37.64908750000001,128.1384378
2108,가리점캠핑장,영업중,충청북도 단양군 단양읍 노동리 457-1,0.0,0.0,36.9513184,128.3749278
2109,청정 캠핑장,영업중,경기도 가평군 북면 소법리 170-2,52.0,0.0,37.90625929999999,127.5636176
2110,돌담숲,영업중,경상북도 청도군 매전면 하평리 242,5755.0,0.0,35.69878,128.8240222
2111,에스원캠프,영업중,경기도 포천시 영북면 대회산리 117,2649.0,0.0,38.0667886,127.2386766
2112,두밀 노천스파 글램핑,영업중,경기도 가평군 가평읍 두밀리 215-15,870.0,0.0,37.8154583,127.4551009
2113,가평랜드 캠핑장,영업중,경기도 가평군 조종면 마일리 1,4950.0,0.0,37.8263635,127.4059287
2114,용대 황지 캠핑장,영업중,강원도 인제군 북면 용대리 56,0.0,0.0,38.1889599,128.3620907
2115,하이락카라반,영업중,전라남도 여수시 돌산읍 우두리 493-20,92.0,None,34.7105612,127.7681366
2116,(주)청도 프로방스 글램핑,영업중,경상북도 청도군 화양읍 삼신리 893-2,1836.0,5.0,35.6843559,128.7182178
2117,Moon글램핑,영업중,경기도 안산시 단원구 선감동 683-93,4076.0,None,37.2011372,126.6435771
2118,디엠지라운지(DMZ LOUNGE),영업중,경기도 파주시 탄현면 대동리 82-3,0.0,None,37.7999268,126.6844689
2119,캠프202,영업중,충청북도 충주시 앙성면 조천리 202,132.0,0.0,37.1084593,127.8112942
2120,(주)더술컴퍼니아카데미,영업중,서울특별시 종로구 명륜4가 198-2 한성빌딩,0.0,0.0,37.5825135,126.9978893
2121,어깨동무 카라반 캠핑,영업중,인천광역시 강화군 길상면 동검리 107-6,0.0,0.0,37.5891111,126.5197366
2122,고흥 거금락 캠핑장,영업중,전라남도 고흥군 금산면 대흥리 1256-2,3191.0,None,34.4778362,127.1339894
2123,용장 글램핑,영업중,경상북도 경주시 내남면 용장리 1288-7 외 7필지,3530.0,None,35.7749989,129.2025516
2124,자유로캠핑장,영업중,경기도 파주시 탄현면 문지리 317,5738.0,0.0,37.8289891,126.7211466
2125,라운드힐 905,영업중,대구광역시 달성군 가창면 주리 478,0.0,0.0,35.75258,128.6244502
2126,위드힐링 캠핑장,영업중,강원도 영월군 주천면 판운리 460-7,2309.0,0.0,37.2908676,128.3274701
2127,물왕호수캠핑,영업중,경기도 시흥시 산현동 191-11,271.0,1.0,37.3779284,126.8424706
2128,라곰,영업중,경기도 연천군 신서면 답곡리 1209,0.0,0.0,38.1578296,127.0654419
2129,산가원글램핑,영업중,경상남도 산청군 금서면 향양리 산 129 산청 가족 관광농원,3647.0,0.0,35.4141577,127.8191767
2130,도개스파 키즈 파크,영업중,경상북도 칠곡군 석적읍 도개리 949-5,0.0,0.0,36.045117,128.4708341
2131,타이니포춘,영업중,경기도 포천시 신북면 갈월리 36,0.0,0.0,37.9329451,127.1659557
2132,리버위드 글램핑,영업중,강원도 춘천시 남면 관천리 546-2,0.0,0.0,37.72063860000001,127.5102144
2133,나봄야영장,영업중,전라북도 무주군 설천면 삼공리 449-3,0.0,0.0,35.8939543,127.7769386
2134,더캠핑타운 마이밸리,영업중,강원도 홍천군 서면 모곡리 1241,90.0,0.0,37.6958955,127.5729305
2135,남이섬 마리나 카라반,영업중,강원도 춘천시 남산면 서천리 565-7,2987.0,None,37.8396666,127.5332716
2136,원탑캠핑장,영업중,충청북도 괴산군 청천면 화양리 175 야영장시설(제1종 근생),1580.0,4.0,36.6806113,127.8125078
2137,가네골농원,영업중,강원도 정선군 정선읍 광하리 388-2 387-2,0.0,0.0,37.369966,128.6102163
2138,소휴,영업중,전라남도 화순군 화순읍 수만리 47-2,2826.0,0.0,35.0844849,127.0186248
2139,별그리다 캠핑장,영업중,강원도 영월군 무릉도원면 법흥리 775-4,1963.0,None,37.3209982,128.2577838
2140,알프스밸리 캠핑나라,영업중,강원도 홍천군 화촌면 군업리 182,17.0,0.0,37.7485233,128.0438462
2141,캠프위드펫&애견글램핑,영업중,경기도 가평군 청평면 호명리 161,2805.0,0.0,37.7241392,127.4610908
2142,노리터 키즈 캠핑장,영업중,충청북도 청주시 상당구 낭성면 현암리 39,387.0,0.0,36.6440126,127.5637406
2143,오숲도숲,영업중,경상북도 포항시 북구 흥해읍 오도리 165,0.0,0.0,36.1611868,129.3959582
2144,가보세캠핑장,영업중,경기도 포천시 이동면 도평리 26-4,0.0,0.0,38.0757063,127.4032977
2145,342 camp,영업중,강원도 강릉시 구정면 여찬리 34-2,2970.0,0.0,37.7245504,128.8869332
2146,해맞이 바다캠핑,영업중,경상남도 고성군 거류면 화당리 산 8,264.0,4.0,34.9806186,128.4410289
2147,주식회사 대부도펜션시티,영업중,경기도 안산시 단원구 대부동동 1567-36,117.0,2.7,37.2343081,126.5897663
2148,슈필라움글램핑,영업중,경기도 화성시 서신면 제부리 3-68 외 2필지,99.0,0.0,37.174693,126.6280254
2149,딥포레스트캠핑장,영업중,경기도 포천시 신북면 심곡리 704-3 외3필지,0.0,0.0,37.92358970000001,127.174211
2150,산내캠핑일기,영업중,경상북도 경주시 산내면 내칠리 292 외 1필지(300),128.0,0.0,35.7837288,129.0238967
2151,야생초마을아미골,영업중,경기도 연천군 미산면 아미리 425-3,0.0,0.0,38.0191328,126.9547037
2152,가야지캠핑장,영업중,강원도 평창군 용평면 재산리 983-8,160.0,0.0,37.5632214,128.4455484
2153,월송리캠프,영업중,강원도 춘천시 서면 월송리 770-13,0.0,0.0,37.92481069999999,127.6739055
2154,마의태자용소마을캠핑장,영업중,강원도 인제군 상남면 상남리 57-8 마의태자권역다목적센터,6031.0,None,37.862996,128.2266603
2155,영동 한울 캠핑장,영업중,충청북도 영동군 상촌면 고자리 28,2995.0,5.0,36.1339863,127.8627348
2156,남해 에덴 캠핑장,영업중,경상남도 남해군 창선면 당저리 523,244.0,None,34.8404785,128.0125666
2157,산들바람 글램핑,영업중,전라남도 보성군 벌교읍 연산리 452,32.0,0.0,34.8614326,127.3408076
2158,홍성 캠프인코지 글램핑 카라반,영업중,충청남도 홍성군 서부면 신리 468,2547.0,0.0,36.5284615,126.4899144
2159,메이드캠퍼스,영업중,경기도 포천시 신북면 갈월리 36-9,0.0,0.0,37.9329451,127.1659557
2160,하늘구니,영업중,경상북도 군위군 삼국유사면 화북리 1269-30,0.0,5.0,36.1050533,128.7688555
2161,곰취향 가득한 팔랑골 캠핑장,영업중,강원도 양구군 동면 팔랑리 1278-1,0.0,5.0,38.2109131,128.0585536
2162,러빙네이쳐,영업중,강원도 인제군 남면 부평리 1070-2 38휴게소,3400.0,2.5,38.0016014,128.1157532
2163,텐타우스 보문지점,영업중,경상북도 경주시 천군동 1579-3,21523.0,0.0,35.8143961,129.2705768
2164,주전패밀리캠핑장,영업중,울산광역시 동구 주전동 714-4,,5.0,35.5517834,129.4549914
2165,홀리데이캠핑파크,영업중,경기도 안산시 단원구 대부북동 1851-2,4062.0,1.0,37.258289,126.5731267
2166,산머루농원캠핑장,영업중,경기도 파주시 적성면 객현리 44-3,6276.0,5.0,37.9588659,126.9600921
2167,일곱식구 캠핑장,영업중,전라북도 정읍시 칠보면 시산리 19-1,306.0,5.0,35.5867583,127.0135886
2168,그린 앤 블루,영업중,경상남도 밀양시 단장면 고례리 1673-9,,0.0,35.4898242,128.9230337
2169,숲내음카라반캠핑장,영업중,전라북도 완주군 상관면 죽림리 628-1,23.0,0.0,35.7415745,127.2075763
2170,포게더 카라반 <지조개발>,영업중,경상남도 거제시 사등면 덕호리 269,297.0,5.0,34.872421,128.4729981
2171,가평캠핑장,영업중,경기도 가평군 상면 임초리 600-1,884.0,3.5,37.75176,127.3680935
2172,안림딸기마을 캠핑장,영업중,경상북도 고령군 쌍림면 안림리 177-1 안림초등학교,14538.0,5.0,35.6924665,128.2604309
2173,레저빌봉산,영업중,경상남도 합천군 봉산면 김봉리 418,88.0,0.0,35.6270342,128.0445018
2174,둥지캠핑장,영업중,강원도 화천군 사내면 용담리 111-9,41.0,3.0,38.071121,127.553325
2175,둥지캠핑장,영업중,강원도 화천군 사내면 용담리 111-9,41.0,3.0,38.071121,127.553325
2176,둥지캠핑장,영업중,강원도 화천군 사내면 용담리 111-9,41.0,3.0,38.071121,127.553325
2177,카우보이 캠핑장,영업중,강원도 횡성군 갑천면 전촌리 424,402.0,5.0,37.5761188,128.0402681
2178,네이스트 프라이빗 음성,영업중,충청북도 음성군 원남면 삼용리 471,85.0,4.0,36.8944031,127.5982144
2179,블루문 오토캠핑,영업중,세종특별자치시 연서면 와촌리 806-2,12989.0,4.2,36.55868340000001,127.2504473
2180,갈천힐링캠프,영업중,강원도 양양군 서면 갈천리 127-5,82.0,0.0,37.90696459999999,128.5053342
2181,호수위의하루,영업중,충청북도 충주시 중앙탑면 탑평리 518-19,53.0,4.0,37.0385992,127.856706
2182,수입리 캠핑장,영업중,경기도 양평군 서종면 수입리 249-3,98.0,4.0,37.640419,127.399049
2183,산정호수 돌고래 캠핑장,영업중,경기도 포천시 영북면 산정리 461-13,3883.0,4.0,38.0822462,127.3254813
2184,매물도야영장,영업중,경상남도 통영시 한산면 매죽리 34-13,,0.0,34.6384353,128.5699211
2185,채움카라반글램핑리조트,영업중,경기도 가평군 조종면 운악리 542-14,6918.0,5.0,37.8178242,127.3532361
2186,물의나라 캠핑장,영업중,경기도 가평군 조종면 상판리 146,2132.0,5.0,37.9103426,127.3812699
2187,안면도스쿨버스캠핑장,영업중,충청남도 태안군 안면읍 중장리 1586-1,3344.0,3.5,36.4866369,126.3832622
2188,캠핑소사이어티,영업중,경상남도 진주시 내동면 유수리 564-6,21684.0,0.0,35.1290423,128.0225815
2189,금계관광농원,영업중,충청남도 공주시 유구읍 문금리 599,130.0,0.0,36.6375008,126.9838131
2190,돌담 캠핑&가든,영업중,인천광역시 강화군 삼산면 석모리 111-23,,1.0,37.7014514,126.3272578
2191,브룩스 캠핑장,영업중,경기도 가평군 가평읍 마장리 69-2,725.0,0.0,37.8578179,127.5247726
2192,산내 명수관광농원,영업중,경상북도 경주시 산내면 감산리 1278,4086.0,0.0,35.7903475,129.0501745
2193,수승대체험휴양마을,영업중,경상남도 거창군 위천면 강천리 99-1,2416.0,5.0,35.7527858,127.8309752
2194,평창 자연속쉼표캠핑장,영업중,강원도 평창군 봉평면 흥정리 95-3,0.0,0.0,37.6568629,128.3085988
2195,글램핑로망,영업중,대구광역시 달성군 옥포읍 김흥리 973,,1.0,35.7413347,128.4948808
2196,에코팡팡캠핑장,영업중,경상북도 포항시 북구 죽장면 상옥리 130-5,,None,36.2587777,129.2324975
2197,강가민박캠핑장,영업중,경상남도 거창군 북상면 농산리 601-1,49.0,5.0,35.7799871,127.8001065
2198,김삿갓삿갓 쉼터,영업중,"강원도 영월군 김삿갓면 각동리 126-20 , 126-23",999.0,3.0,37.1135661,128.5296202
2199,아띠캠핑장,영업중,경기도 연천군 군남면 삼거리 597,9594.0,3.7,38.0811895,127.0169545
2200,우이동 가족캠핑장,영업중,서울특별시 강북구 우이동 317 우이동 가족캠핑장 방문자센터,0.0,3.1,37.6653563,127.011749
2201,달숲스테이,영업중,충청북도 제천시 금성면 월림리 16-2,,4.2,37.088359,128.1888709
2202,별빛뜰애,영업중,경상북도 봉화군 명호면 관창리 995-1,0.0,5.0,36.8237585,128.8633444
2203,캠핑온유,영업중,울산광역시 울주군 삼동면 조일리 368,670.0,0.0,35.4875947,129.1171428
2204,월아산 자연휴양림,영업중,경상남도 진주시 진성면 동산리 산 134 월아산 우드랜드,9900.0,3.7,35.1998919,128.194762
2205,칠봉두루뭉캠핑장,영업중,강원도 원주시 호저면 산현리 513-17,98.0,5.0,37.4402846,127.8906081
2206,꿈꾸는바다캠핑장,영업중,충청남도 태안군 남면 원청리 512-2,1794.0,0.0,36.6383011,126.3014894
2207,도기도기캠프,영업중,강원도 횡성군 서원면 석화리 538-18,0.0,0.0,37.4801821,127.8211107
2208,Moon,영업중,대전광역시 동구 하소동 451-11,5613.0,0.0,36.2079657,127.4396801
2209,도토리 캠핑장,영업중,강원도 홍천군 서면 중방대리 519,128.0,4.6,37.6572177,127.5966514
2210,수피아글램핑펜션,영업중,충청북도 제천시 봉양읍 구학리 304,1396.0,0.0,37.1570794,128.1029435
2211,대진해수욕장 야영장,영업중,경상북도 영덕군 영해면 대진리 426-3 대진해수육장운영위원회,0.0,3.6,36.564414,129.4267036
2212,다온숲,영업중,세종특별자치시 전동면 보덕리 286-3,9224.0,5.0,36.6431955,127.2564119
2213,온새미로,영업중,강원도 영월군 무릉도원면 법흥리 153-2,43.0,0.0,37.3604058,128.275177
2214,서천 장항글램핑장,영업중,충청남도 서천군 장항읍 송림리 731-51,96.0,5.0,36.0271409,126.6631947
2215,주식회사 수피아 캠핑체험장,영업중,대전광역시 유성구 갑동 327-29,0.0,0.0,36.3621913,127.2873957
2216,스테이 인터뷰 금산,영업중,충청남도 금산군 진산면 삼가리 176-13,1316.0,4.0,36.1383519,127.3967175
2217,관악산 계곡 캠핑장,영업중,서울특별시 관악구 신림동 205-1 관악산공원 내,1000.0,None,37.4628085,126.9480676
2218,논논캠프,영업중,경상북도 칠곡군 가산면 학하리 141,897.0,1.0,36.0948705,128.490317
2219,지투(G2)캠핑장,영업중,경기도 포천시 소흘읍 초가팔리 97-6,0.0,None,37.8082301,127.1569658
2220,월천 마을관리 휴양지,영업중,강원도 삼척시 원덕읍 월천리 577,0.0,None,37.1635379,129.339367
2221,송전해수욕장 야영장,영업중,강원도 양양군 손양면 송전리 21-38 지선,0.0,0.0,38.0887197,128.6565586
