,사업장명,상세영업상태명,소재지전체주소,시설규모,kakao_score,lat,lon
784,고래불해수욕장(병곡지구) 야영장,폐업,경상북도 영덕군 병곡면 병곡리 58-5,0.0,,36.5968194,129.4096368
785,캠퍼비치 제1야영장,폐업,강원도 양양군 현북면 하광정리 591,161.0,,38.0265755,128.7175688
786,금능해수욕장 야영장,폐업,제주특별자치도 제주시 한림읍 금능리 2027,1232.0,4.6,33.391196,126.2361876
787,금능해수욕장 야영장,폐업,제주특별자치도 제주시 한림읍 금능리 2027,1232.0,4.6,33.391196,126.2361876
788,금능해수욕장 야영장,영업중,제주특별자치도 제주시 한림읍 금능리 2027,0.0,4.6,33.391196,126.2361876
789,금능해수욕장 야영장,영업중,제주특별자치도 제주시 한림읍 금능리 2027,0.0,4.6,33.391196,126.2361876
790,동막해변 야영장,폐업,인천광역시 강화군 화도면 동막리 6,,,37.59322280000001,126.4591009
791,가포수변오토캠핑장,폐업,경상남도 창원시 마산합포구 가포동 186-4,26193.0,,35.1568996,128.5834384
792,우리집 야영장,폐업,경상북도 군위군 소보면 서경리 311-3,565.0,,36.2319368,128.4990218
793,청포대오토캠핑장,폐업,충청남도 태안군 남면 양잠리 1230-3,,,36.6442404,126.3004253
794,청포대오토캠핑장,폐업,충청남도 태안군 남면 양잠리 1230-3,,,36.6442404,126.3004253
795,청포대 일등캠핑장,영업중,충청남도 태안군 남면 양잠리 1230-3,3686.0,5.0,36.6442404,126.3004253
796,청포대 일등캠핑장,영업중,충청남도 태안군 남면 양잠리 1230-3,3686.0,5.0,36.6442404,126.3004253
797,명사해수욕장야영장,폐업,경상남도 거제시 남부면 저구리 262-4 외 8필지,0.0,,34.726449,128.6043996
798,물치해수욕장 야영장,폐업,강원도 양양군 강현면 물치리 67-1 지선,0.0,,38.1536005,128.6078636
799,설악해수욕장 야영장,폐업,강원도 양양군 강현면 용호리 4-3,0.0,,38.1328153,128.6215869
800,낙산해수욕장 야영장,폐업,강원도 양양군 양양읍 조산리 399-59,0.0,,38.1095253,128.6375237
801,동호리해수욕장 야영장,폐업,강원도 양양군 손양면 동호리 1-126,0.0,,38.0504729,128.6882394
802,하조대해수욕장 야영장,폐업,강원도 양양군 현북면 하광정리 80-2,0.0,,38.0229632,128.7248058
803,기사문리해수욕장 야영장,폐업,강원도 양양군 현북면 기사문리 89-37 지선,0.0,,38.0061796,128.7306347
804,죽도해수욕장 야영장,폐업,강원도 양양군 현남면 시변리 12-4 지선,0.0,,37.9736587,128.759746
805,인구해수욕장 야영장,폐업,강원도 양양군 현남면 인구리 1-117 지선,0.0,,37.966462,128.7598277
806,봉평해수욕장,폐업,경상북도 울진군 죽변면 봉평리 97-2,0.0,,37.0438361,129.4127881
807,봉평해수욕장,폐업,경상북도 울진군 죽변면 봉평리 97-2,0.0,,37.0438361,129.4127881
808,봉평해수욕장,폐업,경상북도 울진군 죽변면 봉평리 97-2,0.0,,37.0438361,129.4127881
809,봉평해수욕장야영장,직권말소,경상북도 울진군 죽변면 봉평리 97-2,,,37.0438361,129.4127881
810,봉평해수욕장야영장,직권말소,경상북도 울진군 죽변면 봉평리 97-2,,,37.0438361,129.4127881
811,봉평해수욕장야영장,직권말소,경상북도 울진군 죽변면 봉평리 97-2,,,37.0438361,129.4127881
812,봉평해수욕장 야영장,직권말소,경상북도 울진군 죽변면 봉평리 97-2,0.0,,37.0438361,129.4127881
813,봉평해수욕장 야영장,직권말소,경상북도 울진군 죽변면 봉평리 97-2,0.0,,37.0438361,129.4127881
814,봉평해수욕장 야영장,직권말소,경상북도 울진군 죽변면 봉평리 97-2,0.0,,37.0438361,129.4127881
815,구산해수욕장,폐업,경상북도 울진군 기성면 구산리 산 73 구산해수욕장,0.0,,36.7522358,129.4679204
816,구산해수욕장,폐업,경상북도 울진군 기성면 구산리 산 73 구산해수욕장,0.0,,36.7522358,129.4679204
817,구산해수욕장야영장,직권말소,경상북도 울진군 기성면 구산리 산 73 구산해수욕장,,,36.7522358,129.4679204
818,구산해수욕장야영장,직권말소,경상북도 울진군 기성면 구산리 산 73 구산해수욕장,,,36.7522358,129.4679204
819,후포해수욕장,폐업,경상북도 울진군 후포면 삼율리 124-43 후포해수욕장 행정봉사실,0.0,,36.6769739,129.4450268
820,나무아래,폐업,경기도 포천시 소흘읍 이곡리 444-1번지 외 1필지(444-2번지),990.0,,37.7808128,127.1442949
821,수목원 맛있는 글램핑,폐업,경기도 포천시 소흘읍 직동리 73-5번지,748.0,,37.7656018,127.1699871
822,시민의숲 임시캠핑장,폐업,서울특별시 서초구 양재동 236번지,1500.0,,37.4712172,127.0367358
823,시민의숲 임시캠핑장,폐업,서울특별시 서초구 양재동 236번지,1500.0,,37.4712172,127.0367358
824,시민의숲 임시캠핑장,폐업,서울특별시 서초구 양재동 236번지,,,37.4712172,127.0367358
825,시민의숲 임시캠핑장,폐업,서울특별시 서초구 양재동 236번지,,,37.4712172,127.0367358
826,문화예술공원 캠핑장,폐업,서울특별시 서초구 양재동 200번지,4157.0,,37.4677882,127.0308279
827,한강여름캠핑장,폐업,서울특별시 서초구 잠원동 121번지,14147.0,,37.5206865,127.0122724
828,한강여름캠핑장,폐업,서울특별시 서초구 잠원동 121번지,14147.0,,37.5206865,127.0122724
829,한강여름캠핑장,폐업,서울특별시 서초구 잠원동 121번지,14147.0,,37.5206865,127.0122724
830,잠원캠핑장,폐업,서울특별시 서초구 잠원동 121번지,,,37.5206865,127.0122724
831,잠원캠핑장,폐업,서울특별시 서초구 잠원동 121번지,,,37.5206865,127.0122724
832,잠원캠핑장,폐업,서울특별시 서초구 잠원동 121번지,,,37.5206865,127.0122724
833,2017년 한강여름캠핑장(잠원),폐업,서울특별시 서초구 잠원동 121번지,14147.0,,37.5206865,127.0122724
834,2017년 한강여름캠핑장(잠원),폐업,서울특별시 서초구 잠원동 121번지,14147.0,,37.5206865,127.0122724
835,2017년 한강여름캠핑장(잠원),폐업,서울특별시 서초구 잠원동 121번지,14147.0,,37.5206865,127.0122724
836,(사)한국캠핑캐라바닝연맹,폐업,서울특별시 서초구 잠원동 121-8번지,,,37.5192744,127.0109607
837,판운 캠핑장,폐업,강원도 영월군 주천면 판운리 474-13번지 외 1필지(474-14),4317.0,,37.2918396,128.3266285
838,친구,폐업,"강원도 영월군 무릉도원면 법흥리 143-2번지 외 5필지(143,143-6,413-7,143-3,143-4,143-5)",3839.0,,37.3617234,128.2766776
839,운학 캠핑장,폐업,강원도 영월군 무릉도원면 운학리 930-3번지,4299.0,,37.3192583,128.1883956
840,운학 캠핑장,폐업,강원도 영월군 무릉도원면 운학리 930-3번지,4299.0,,37.3192583,128.1883956
841,KEROAIN CAMP,영업중,강원도 영월군 무릉도원면 운학리 930-3번지,4232.0,None,37.3192583,128.1883956
842,KEROAIN CAMP,영업중,강원도 영월군 무릉도원면 운학리 930-3번지,4232.0,None,37.3192583,128.1883956
843,주식회사 캠프포지션,폐업,강원도 춘천시 남면 관천리 490-1,2731.0,,37.724996,127.5095606
844,아야진 해변 야영장,폐업,강원도 고성군 토성면 아야진리 230번지,,,38.27655499999999,128.5523802
845,아야진 해변 야영장,폐업,강원도 고성군 토성면 아야진리 230번지,,,38.27655499999999,128.5523802
846,아야진 해수욕장 야영장,폐업,강원도 고성군 토성면 아야진리 230번지,,,38.27655499999999,128.5523802
847,아야진 해수욕장 야영장,폐업,강원도 고성군 토성면 아야진리 230번지,,,38.27655499999999,128.5523802
848,반암리 해변 야영장,폐업,강원도 고성군 거진읍 반암리 40번지,5000.0,,38.4203724,128.4627497
849,삼포 해변 야영장,폐업,강원도 고성군 죽왕면 삼포리 1번지,,,38.3211314,128.5273127
850,공현진2리 해변 야영장,폐업,강원도 고성군 죽왕면 공현진리 55번지,,,38.3551974,128.5111627
851,진부령 유원지 야영장,폐업,강원도 고성군 간성읍 진부리 133번지,,,38.295756,128.3639163
852,진부령 유원지 야영장,폐업,강원도 고성군 간성읍 진부리 133번지,,,38.295756,128.3639163
853,장신리 유원지 야영장,폐업,강원도 고성군 간성읍 진부리 133번지,,,38.295756,128.3639163
854,장신리 유원지 야영장,폐업,강원도 고성군 간성읍 진부리 133번지,,,38.295756,128.3639163
855,개울가캠핑,폐업,경상북도 청도군 운문면 신원리 110-3번지,,,35.6657588,129.0021064
856,펀앤락 야영장,폐업,경상북도 청도군 각북면 남산리 1286-1번지,898.0,,35.6905375,128.5662799
857,강산에 글램핑,폐업,경상북도 청도군 운문면 신원리 390-2,961.0,,35.6764852,128.9849793
858,군위장곡자연휴양림,폐업,경상북도 군위군 고로면 장곡리 48번지,3129.0,,36.1310288,128.8387038
859,군위댐 야영장,폐업,경상북도 군위군 고로면 화북리 204번지,77.0,,36.119373,128.7885057
860,즐거운 나들이 캠핑장,폐업,"경기도 포천시 가산면 우금리 96 외 3필지(96-3, 96-5, 97-9)",8146.0,,37.8215332,127.2090115
861,송지호 해변 야영장,폐업,강원도 고성군 죽왕면 오호리 1-5번지,,,38.3305237,128.5273418
862,송지호 해변 야영장,폐업,강원도 고성군 죽왕면 오호리 1-5번지,,,38.3305237,128.5273418
863,송지호 해수욕장 야영장,폐업,강원도 고성군 죽왕면 오호리 1-5번지,,,38.3305237,128.5273418
864,송지호 해수욕장 야영장,폐업,강원도 고성군 죽왕면 오호리 1-5번지,,,38.3305237,128.5273418
865,자작도 해변 야영장,폐업,강원도 고성군 죽왕면 문암진리 460번지,,,38.3027743,128.5421095
866,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
867,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
868,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
869,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
870,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
871,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
872,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
873,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
874,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
875,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,2.3,38.48177039999999,128.4358439
876,화진포 솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,,38.48177039999999,128.4358439
877,화진포 솔밭야영장,폐업,강원도 고성군 현내면 초도리 94번지,,,38.48177039999999,128.4358439
878,공현진1리 해변 야영장,폐업,강원도 고성군 죽왕면 공현진리,,,38.3545842,128.4968455
879,사슬치 캠핑장,폐업,강원도 영월군 주천면 용석리 331 외 1필지,7450.0,,37.2215305,128.2969771
880,가평뜰,폐업,경기도 가평군 설악면 천안리 18번지,308.0,,37.6310694,127.4894656
881,한송오토캠핑장,폐업,경기도 가평군 설악면 묵안리 171-4번지,,,37.593986,127.533568
882,힐조캠핑장,폐업,경기도 가평군 상면 행현리 431,3720.0,,37.7627213,127.3617977
883,라리비에르,폐업,경기도 가평군 청평면 삼회리 268-1번지,234.0,0.0,37.6910757,127.3885286
884,약사계곡 캠핑장,폐업,"경기도 포천시 이동면 도평리 538-7 외 2필지(538-2, 543-4)",1501.0,,38.0757063,127.4032977
885,카라반 캠핑장,폐업,경기도 포천시 이동면 도평리 538-8,932.0,,38.0757063,127.4032977
886,진안풍경소리,폐업,전라북도 진안군 안천면 백화리 594번지 소나무 쉼터,660.0,,35.9025407,127.5711562
887,이지고 글램핑,폐업,부산광역시 기장군 일광면 용천리 945번지,78.0,,35.2790293,129.2021123
888,호수글램핑,폐업,부산광역시 기장군 정관읍 병산리 550-1번지,,,35.3463769,129.1852567
889,기장일출랜드,폐업,부산광역시 기장군 일광면 이천리 145-20,2791.0,,35.272157,129.2488663
890,화전농원 민캠프,폐업,부산광역시 기장군 일광면 화전리 9-1번지,1380.0,,35.2898324,129.2344649
891,거진 해변 야영장,폐업,강원도 고성군 거진읍 거진리,,,38.4467984,128.453987
892,명파 해변 방가로 야영장,폐업,강원도 고성군 현내면 명파리,,,38.5398032,128.3766965
893,장신리 유원지 야영장,폐업,강원도 고성군 간성읍 장신리 513번지,,,38.3304025,128.3783351
894,장신리 유원지 야영장,폐업,강원도 고성군 간성읍 장신리 513번지,,,38.3304025,128.3783351
895,장신리 유원지 야영장,폐업,강원도 고성군 간성읍 장신리 513번지,,,38.3304025,128.3783351
896,장신리 유원지 야영장,폐업,강원도 고성군 간성읍 장신리 513번지,,,38.3304025,128.3783351
897,송지호 글램핑장,폐업,강원도 고성군 죽왕면 오호리 1번지,,,38.3312378,128.5261964
898,송지호 글램핑장,폐업,강원도 고성군 죽왕면 오호리 1번지,,,38.3312378,128.5261964
899,송지호 글램핑장,폐업,강원도 고성군 죽왕면 오호리 1번지,,,38.3312378,128.5261964
900,대교에듀캠프,폐업,강원도 고성군 죽왕면 오호리 1번지,,,38.3312378,128.5261964
901,대교에듀캠프,폐업,강원도 고성군 죽왕면 오호리 1번지,,,38.3312378,128.5261964
902,대교에듀캠프,폐업,강원도 고성군 죽왕면 오호리 1번지,,,38.3312378,128.5261964
903,(주)강원심층수 하계 휴양소,폐업,강원도 고성군 죽왕면 오호리 1번지,,,38.3312378,128.5261964
904,(주)강원심층수 하계 휴양소,폐업,강원도 고성군 죽왕면 오호리 1번지,,,38.3312378,128.5261964
905,(주)강원심층수 하계 휴양소,폐업,강원도 고성군 죽왕면 오호리 1번지,,,38.3312378,128.5261964
906,청간리 해수욕장 야영장,폐업,강원도 고성군 토성면 청간리 1-14번지,,,38.2685731,128.5562703
907,공현1리 해수욕장 야영장,폐업,강원도 고성군 죽왕면 공현진리 98번지,,,38.3539492,128.5093988
908,화진포(거진) 해수욕장 야영장,폐업,강원도 고성군 거진읍 화포리 516-1번지,,,38.4596259,128.4407382
909,존스캠핑장,폐업,강원도 화천군 하남면 논미리 1069-1번지,3820.0,,38.1236015,127.6467087
910,속초동해카라반호텔,폐업,강원도 고성군 죽왕면 삼포리 243-13번지 오션투유콘도,,,38.3174461,128.530998
911,거진11리해변야영장,폐업,강원도 고성군 거진읍 거진리 408-9번지,,,38.440582,128.4538005
912,반암리해변야영장,폐업,강원도 고성군 거진읍 반암리 130-1번지,,,38.4223259,128.4617693
913,삼포해변야영장,폐업,강원도 고성군 죽왕면 삼포리 1291번지,,,38.312521,128.5277157
914,봇재명량다원 야영장,폐업,전라남도 보성군 회천면 영천리 1-4번지,37.0,,34.7124208,127.0853595
915,최남단글램핑,폐업,제주특별자치도 서귀포시 대정읍 하모리 648-2,0.0,,33.2116584,126.2560246
916,양산파브르캠핑장,폐업,경상남도 양산시 명곡동 3-1번지,,,35.3533731,129.0893901
917,덕유산글램핑,폐업,전라북도 무주군 설천면 삼공리 308번지,1515.0,,35.9094056,127.778289
918,무주칠연캠핑장,폐업,전라북도 무주군 안성면 공정리 120번지,90.0,,35.839161,127.6939705
919,캠프 에이프릴,폐업,강원도 영월군 남면 북쌍리 677번지,1382.0,,37.2039049,128.3962994
920,코세스해피빌리지,폐업,강원도 영월군 주천면 용석리 1281-1번지,9100.0,,37.2201805,128.2757564
921,천진해변야영장,폐업,강원도 고성군 토성면 천진리 169-2번지 천진마트,,,38.2581741,128.5581281
922,아야진해변야영장,폐업,강원도 고성군 토성면 아야진리 249-4번지 일원,,,38.2794106,128.5528727
923,화진포(거진)야영장,폐업,강원도 고성군 거진읍 거진리 158-75번지,,,38.4482863,128.4559946
924,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94-7번지 화진포해변관리 사무소,,2.3,38.4788947,128.4387162
925,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94-7번지 화진포해변관리 사무소,,2.3,38.4788947,128.4387162
926,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94-7번지 화진포해변관리 사무소,,2.3,38.4788947,128.4387162
927,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94-7번지 화진포해변관리 사무소,,2.3,38.4788947,128.4387162
928,솔밭야영장,폐업,강원도 고성군 현내면 초도리 94-7번지 화진포해변관리 사무소,,2.3,38.4788947,128.4387162
929,공현진2리해변야영장,폐업,강원도 고성군 죽왕면 공현진리 55-1번지,,,38.3555182,128.5111444
930,에버그린빌리지,폐업,경기도 가평군 북면 화악리 834-33,68.0,,37.9461347,127.5361409
931,지금부터 힐링 캠프,폐업,경상남도 양산시 주진동 583-41,,,35.3898015,129.1390031
932,아름빌,폐업,경상남도 양산시 원동면 내포리 712번지,,0.0,35.3979039,128.9389157
933,작은캠프엔하우스,폐업,경상남도 양산시 하북면 순지리 756-16번지,2074.0,,35.489783,129.0853552
934,에덴밸리 나마스떼 글램핑장,폐업,경상남도 양산시 원동면 대리 1040-14,,,35.4295821,128.9876375
935,불영계곡 캠핑장,폐업,경상북도 울진군 울진읍 대흥리 76 외 4필지,6951.0,,36.9658439,129.3201549
936,갈뫼 자연의 소리 캠핑장,폐업,충청북도 청주시 상당구 낭성면 갈산리 341-1번지,,,36.6553519,127.5760596
937,갈뫼 자연의 소리 캠핑장,폐업,충청북도 청주시 상당구 낭성면 갈산리 341-1번지,,,36.6553519,127.5760596
938,청주키즈캠핑장,영업중,충청북도 청주시 상당구 낭성면 갈산리 341-1번지,,4.8,36.6553519,127.5760596
939,청주키즈캠핑장,영업중,충청북도 청주시 상당구 낭성면 갈산리 341-1번지,,4.8,36.6553519,127.5760596
940,(주)어썸리드 어썸타운,폐업,경기도 고양시 덕양구 내유동 15-3번지,,,37.7235576,126.8671746
941,"2015 한강여름캠핑장(여의도,양화)",폐업,서울특별시 영등포구 여의도동 83-6번지,0.0,,37.5323587,126.9244075
942,"2015 한강여름캠핑장(여의도,양화)",폐업,서울특별시 영등포구 여의도동 83-6번지,0.0,,37.5323587,126.9244075
943,"2015 한강여름캠핑장(여의도,양화)",폐업,서울특별시 영등포구 여의도동 83-6번지,0.0,,37.5323587,126.9244075
944,2016 한강여름캠핑장(여의도),폐업,서울특별시 영등포구 여의도동 83-6번지,0.0,,37.5323587,126.9244075
945,2016 한강여름캠핑장(여의도),폐업,서울특별시 영등포구 여의도동 83-6번지,0.0,,37.5323587,126.9244075
946,2016 한강여름캠핑장(여의도),폐업,서울특별시 영등포구 여의도동 83-6번지,0.0,,37.5323587,126.9244075
947,(주)한캠프,폐업,서울특별시 영등포구 여의도동 83-6번지,0.0,,37.5323587,126.9244075
948,(주)한캠프,폐업,서울특별시 영등포구 여의도동 83-6번지,0.0,,37.5323587,126.9244075
949,(주)한캠프,폐업,서울특별시 영등포구 여의도동 83-6번지,0.0,,37.5323587,126.9244075
950,(주)한캠프,폐업,서울특별시 영등포구 여의도동 84-9번지,23670.0,,37.5314977,126.9293121
951,자작도야영장,폐업,강원도 고성군 죽왕면 문암진리 28-1번지,,,38.3027743,128.5421095
952,송지호해변야영장,폐업,강원도 고성군 죽왕면 오호리 181-3번지,,,38.3284118,128.5247348
953,공현진1리해변야영장,폐업,강원도 고성군 죽왕면 공현진리 97번지,,,38.3536192,128.5094515
954,초도1리해변야영장,폐업,강원도 고성군 현내면 초도리 51-4번지,,,38.486702,128.4339044
955,청평원,폐업,경기도 가평군 청평면 삼회리 188-1번지,45.0,,37.7004936,127.3951975
956,오로라캠프,폐업,경기도 가평군 가평읍 금대리 537-1번지,199.0,,37.7504085,127.5320818
957,씨앤씨레져,폐업,경기도 가평군 청평면 고성리 77-2,364.0,,37.7054801,127.5162591
958,윤제림 숲속 야영장,폐업,전라남도 보성군 겸백면 수남리 산 12-6번지,187.0,,34.82630049999999,127.1970453
959,정남진리조트 국민여가캠핑장,폐업,전라남도 장흥군 부산면 지천리 405번지,,,34.7505772,126.8934411
960,숲속의 샘물 캠핑장,폐업,강원도 영월군 무릉도원면 운학리 1737-15번지,2650.0,,37.3644286,128.1903046
961,지니의 캠프,폐업,강원도 원주시 지정면 판대리 39-3번지,102.0,,37.3692771,127.8116884
962,드림랜드캠핑,폐업,강원도 원주시 소초면 학곡리 223-3번지,575.0,,37.4327464,128.0616891
963,아리울 캠핑장,폐업,강원도 원주시 신림면 황둔리 1038번지,60.0,,37.2375879,128.1638668
964,태봉캠핑장,폐업,강원도 철원군 갈말읍 내대리 519-11번지,,,38.1851339,127.30669
965,에스와이스포캐슬,폐업,강원도 철원군 근남면 잠곡리 50-6번지,,,38.1669038,127.463437
966,시크릿,폐업,경기도 포천시 신북면 심곡리 693번지,1894.0,,37.9258027,127.1769252
967,경일농원,폐업,경상북도 울릉군 울릉읍 사동리 122-3번지,,,37.48254970000001,130.8931745
968,타코마장수관광농원캠핑장,폐업,전라북도 장수군 계남면 신전리 1454-45번지,,,35.6760364,127.5510388
969,가평뜰,폐업,경기도 가평군 설악면 천안리 18,308.0,,37.6310694,127.4894656
970,푸른수피아,폐업,강원도 철원군 갈말읍 109번지,258.0,,38.1476026,127.3082931
971,풍차캠핑장,폐업,경기도 가평군 설악면 가일리 227번지,61.0,,37.5915323,127.4876908
972,느티나무캠핑장,폐업,경기도 가평군 북면 목동리 595-2,39.0,,37.9105882,127.5748132
973,에코프라미스,폐업,경기도 가평군 설악면 설곡리 470-5,185.0,,37.6270223,127.5136899
974,호연지기 관광농원,폐업,강원도 원주시 신림면 성남리 238번지,262.0,,37.2524528,128.0823785
975,리버뷰캠핑장,폐업,경기도 가평군 가평읍 복장리 580-3번지,9818.0,,37.740356,127.4999057
976,리버뷰캠핑장,폐업,경기도 가평군 가평읍 복장리 580-3번지,9818.0,,37.740356,127.4999057
977,부에노스아이레스,영업중,경기도 가평군 가평읍 복장리 580-3번지,236.0,4.5,37.740356,127.4999057
978,부에노스아이레스,영업중,경기도 가평군 가평읍 복장리 580-3번지,236.0,4.5,37.740356,127.4999057
979,바오바오캠핑장,폐업,경기도 가평군 상면 상동리 73-9,840.0,,37.7872438,127.3204195
980,밤빌리지 캠핑장,폐업,경기도 가평군 북면 목동리 344번지,2341.0,,37.9140816,127.57712
981,잔디팜캠핑장,폐업,"경기도 안성시 금광면 옥정리 65-1 ,64",1204.0,,36.9715064,127.382174
982,산우물쉼터캠핑장,폐업,경기도 안성시 양성면 산정리 240-12번지,259.0,,37.0836275,127.1928971
983,배모루,폐업,경기도 포천시 창수면 고소성리 57-2번지,998.0,,38.0161219,127.146428
984,지니어스관광농원,폐업,경기도 포천시 이동면 장암리 650-14번지,6268.0,,38.0476613,127.370852
985,야인시대캠핑장,폐업,경기도 부천시 상동 529-2번지,69322.0,,37.5093411,126.7459118
986,두메관광농원,폐업,강원도 삼척시 미로면 활기리 107-1번지,29990.0,,37.3758843,129.0675462
987,상주 경천대 오토 캠핑장 주식회사 참 행복한 경북지점,폐업,경상북도 상주시 사벌국면 삼덕리 3-3,5250.0,,36.45493829999999,128.2439229
988,속리산 하송야영장,폐업,경상북도 상주시 화서면 하송리 373-1,0.0,,36.4709263,127.9656181
989,썬샤인캠프,폐업,경기도 가평군 설악면 회곡리 24번지,3144.0,,37.68351699999999,127.4701057
990,농업회사법인주식회사 긴들마당,폐업,강원도 홍천군 화촌면 장평리 1188-1번지,13091.0,,37.7487411,128.0606988
991,수캠프,폐업,강원도 홍천군 내촌면 답풍리 7-4번지,4942.0,,37.8050303,128.0849144
992,영재민박,폐업,강원도 홍천군 내면 광원리 840-9번지,29689.0,,37.807025,128.4659907
993,청송자연휴양림 야영장,폐업,경상북도 청송군 부남면 대전리 산 69-1번지,,,36.3179058,129.0537256
994,대명리조트 청송 은하수캠핑장,폐업,경상북도 청송군 부동면 하의리 759번지,24.0,,36.3781214,129.1100293
995,여월농업공원캠핑장,폐업,경기도 부천시 여월동 98-5번지,4944.0,,37.5096346,126.7937331
996,네이처파크 자연휴양림,폐업,대구광역시 달성군 가창면 냉천리 산 27-2,736.0,,35.7855095,128.6328525
997,오대산 카라반,폐업,강원도 홍천군 내면 명개리 178번지,,,37.844467,128.536067
998,수하 캠핑파크,폐업,강원도 홍천군 서석면 수하리 743번지,89.0,0.0,37.763362,128.1666167
999,송정해수욕장사계절야영장,폐업,부산광역시 해운대구 송정동 713-14번지,400.0,,35.1785194,129.1989256
1000,팔미체험마을,폐업,강원도 춘천시 신동면 팔미리 674번지,1301.0,,37.8102167,127.6771448
1001,더 아라 캠핑장,폐업,인천광역시 옹진군 덕적면 북리 638,6137.0,,37.241914,126.1201033
1002,별빛힐링캠프,폐업,경기도 오산시 내삼미동 389-1번지,,,37.1848289,127.059237
1003,솔다람숲힐링파크,폐업,경기도 가평군 가평읍 두밀리 144-8,581.0,,37.8139025,127.442644
1004,알프스밸리 캠핑장,폐업,강원도 홍천군 화촌면 군업리 185-1,8119.0,,37.7472346,128.0443062
1005,외옹치마을해변야영장,폐업,강원도 속초시 대포동 591번지,,,38.1830974,128.608531
1006,외옹치마을해변야영장,폐업,강원도 속초시 대포동 591번지,,,38.1830974,128.608531
1007,외옹치마을 해변야영장,폐업,강원도 속초시 대포동 591번지,784.0,,38.1830974,128.608531
1008,외옹치마을 해변야영장,폐업,강원도 속초시 대포동 591번지,784.0,,38.1830974,128.608531
1009,속초해수욕장 제2캠핑장(야영장),폐업,강원도 속초시 조양동 1469번지,6099.0,,38.1869246,128.6054225
1010,속초해수욕장 제2캠핑장(야영장),폐업,강원도 속초시 조양동 1469번지,6099.0,,38.1869246,128.6054225
1011,속초해수욕장 제2캠핑장(야영장),폐업,강원도 속초시 조양동 1469번지,,,38.1869246,128.6054225
1012,속초해수욕장 제2캠핑장(야영장),폐업,강원도 속초시 조양동 1469번지,,,38.1869246,128.6054225
1013,외옹치마을 해변야영장,폐업,강원도 속초시 대포동 591번지 선,,,38.1830974,128.608531
1014,남이섬 제이드 캠핑,폐업,강원도 춘천시 남산면 서천리 457,1563.0,,37.8343423,127.5378131
1015,남이섬 제이드 캠핑,폐업,강원도 춘천시 남산면 서천리 457,1563.0,,37.8343423,127.5378131
1016,제이드별빛카라반 캠핑장,영업중,강원도 춘천시 남산면 서천리 457,2320.0,0.0,37.8343423,127.5378131
1017,제이드별빛카라반 캠핑장,영업중,강원도 춘천시 남산면 서천리 457,2320.0,0.0,37.8343423,127.5378131
1018,강촌강변오토캠핑장,폐업,강원도 춘천시 남산면 강촌리 534-5,634.0,,37.82436939999999,127.6170601
1019,아침고요오토캠핑장,폐업,경기도 가평군 상면 임초리 623,4877.0,,37.7474064,127.3591287
1020,해나캠핑장,폐업,경기도 가평군 가평읍 개곡리 214-8번지,980.0,,37.8712147,127.5644847
1021,휘게리 잣나무숲 캠핑장,폐업,강원도 홍천군 화촌면 장평리 411-19,2797.0,,37.74164409999999,128.109792
1022,체리블라썸야영장,폐업,강원도 홍천군 서석면 수하리 1102-12번지,28.0,,37.7560302,128.1746976
1023,북캠프지오,폐업,경상남도 거제시 남부면 저구리 266번지,,,34.729248,128.6055152
1024,양주글램핑코리아애견캠핑장,폐업,경기도 양주시 백석읍 기산리 136-1 외3필지,2940.0,,37.7738378,126.961427
1025,장흥수목원캠핑장,폐업,경기도 양주시 장흥면 석현리 330-1번지,2871.0,,37.7448454,126.9499546
1026,마대산장 캠핑장,폐업,강원도 영월군 김삿갓면 대야리 116-3,2717.0,,37.1078331,128.5619174
1027,에덴캠프,폐업,경기도 양평군 서종면 도장리 89-1번지,38.0,,37.6031012,127.3952043
1028,글램핑코리아(주),폐업,경기도 양평군 양평읍 회현리 300-2번지,12918.0,,37.4567084,127.5101367
1029,양평 프라자 관광농원,폐업,경기도 양평군 옥천면 신복리 253번지,782.0,,37.5545291,127.4536935
1030,고명야영캠핑장,폐업,충청북도 제천시 고명동 503-20,1520.0,,37.1079998,128.2399941
