,조회수,제목,주소,전기,온수,마트.편의점,트렘폴린,운동장,놀이터,산책로,장작판매,물놀이장,와이파이,운동시설
984,12170,아우라지 글램핑,강원도 정선군 여량면 노추산로 520  ,1,1,0,0,0,1,0,1,1,0,1
1161,11041,낭만가족 캠핑장,경기도 포천시 신북면 지동길 205  ,1,1,0,0,0,1,0,1,1,0,1
1231,8111,돈내미농장,경기 동두천시 천보산로456번길 49-1 (탑동동) ,1,1,0,0,0,1,0,1,1,0,1
1291,4635,월성자연캠핑야영장,경남 거창군 북상면 덕유월성로 1170-19 ,1,1,0,0,0,1,0,1,1,0,1
1314,4372,발자크펜션캠핑장,충북 제천시 백운면 덕동로 207-3 ,1,1,0,0,0,1,0,1,1,0,1
1329,4232,하늘아래 야영장,대구 수성구 진밭길 420 (범물동) ,1,1,0,0,0,1,0,1,1,0,1
1377,3697,천주봉 캠핑장,경북 문경시 동로면 금천로 2117 ,1,1,0,0,0,1,0,1,1,0,1
1383,3637,아이프로방스,충북 청주시 상당구 미원면 남부로 6774 ,1,1,0,0,0,1,0,1,1,0,1
1430,3056,속리산풍경캠핑장,충북 보은군 속리산면 중판1길 24 ,1,1,0,0,0,1,0,1,1,0,1
1016,11992,낭만캠프,강원 화천군 간동면 모현동로 185-41 ,1,1,0,0,1,0,0,1,1,0,1
1212,9253,백운일출캠핑장,충북 제천시 백운면 구학산로 907-2 ,1,1,0,0,1,0,0,1,1,0,1
249,17926,경주초우오토캠핑장,경상북도 경주시 동방동 산업로 3549-30  ,1,1,1,1,0,0,0,1,1,0,1
922,12494,보경사힐링캠핑장,포항시 북구 송라면 보경로 307 ,1,1,1,1,0,0,0,1,1,0,1
1256,6633,유곡면 농촌체험랜드,경남 의령군 유곡면 청정로 2278 ,1,1,1,1,0,0,0,1,1,0,1
169,20293,월악파인오토캠핑장,충북 제천시 덕산면 월악산로 721-12 ,1,1,0,1,0,0,0,1,1,0,1
178,20106,천안OK캠핑,충남 천안시 동남구 북면 오곡1길 4-30 ,1,1,0,1,0,0,0,1,1,0,1
245,17966,밤골캠핑장,경기도 파주시 장승배기로268번길 143-0  ,1,1,0,1,0,0,0,1,1,0,1
413,15875,강당골캠핑파크,충남 아산시 송악면 강당로 187-17 ,1,1,0,1,0,0,0,1,1,0,1
661,13948,가마실캠핑장,충북 제천시 의병대로61길 50 (자작동) ,1,1,0,1,0,0,0,1,1,0,1
692,13735,대장경오토캠핑장,경상남도 합천군 가야면 야천리 896 ,1,1,0,1,0,0,0,1,1,0,1
741,13337,산새소리캠핑장,충북 괴산군 청천면 도경로여사왕 2길 4-67 ,1,1,0,1,0,0,0,1,1,0,1
972,12219,렛츠고 강화캠핑,인천 강화군 화도면 동녘말길 238-13 ,1,1,0,1,0,0,0,1,1,0,1
1042,11797,영월약수터 오토캠핑장,강원 영월군 산솔면 태백산로 1133-7 ,1,1,0,1,0,0,0,1,1,0,1
114,23064,성주물가애오토캠핑장,경북 성주군 수륜면 신정3길 2-19 ,1,1,1,0,0,0,0,1,1,0,1
495,15096,삼남매와 뭉치네 캠핑장,강원 평창군 봉평면 상포항길 91-10 ,1,1,1,0,0,0,0,1,1,0,1
1406,3346,우니메이카 밀양점,경남 밀양시 단장면 국전로 78-5 ,1,1,1,0,0,0,0,1,1,0,1
892,12607,마노아워터캠핑장,경남 합천군 봉산면 압곡3길 9 ,1,1,0,0,0,0,0,1,1,0,1
985,12168,아날로거 무릉도원점,강원도 영월군 수주면 아래골길 10  ,1,1,0,0,0,0,0,1,1,0,1
1007,12064,행복한나드리캠핑장,충북 제천시 봉양읍 옥전길 156 ,1,1,0,0,0,0,0,1,1,0,1
1265,5610,글로리아 야영장,충남 홍성군 서부면 서부서길554번길 58 ,1,1,0,0,0,0,0,1,1,0,1
808,13000,연지곤지팜캠핑장,경기 포천시 소흘읍 직동길 48 ,1,0,0,0,0,0,0,1,1,0,1
1130,11209,하솜캠프,경기 포천시 일동면 무리울길 40 ,1,0,0,0,0,0,0,1,1,0,1
459,15553,무안황토갯벌랜드 오토캠핑장,전남 무안군 해제면 만송로 36 ,1,1,1,0,1,1,1,0,1,0,1
35,36418,천동오토캠핑장,충북 단양군 단양읍 다리안로 534 ,1,1,0,0,1,1,1,0,1,0,1
65,27665,예천군 곤충나라 사과테마파크 오토캠핑장,경상북도 예천군 효자면 제촌길 58-2 ,1,1,0,0,1,1,1,0,1,0,1
929,12462,학가산 우래 자연휴양림,경상북도 예천군 보문면 휴양림길 210  ,1,1,0,0,1,1,1,0,1,0,1
203,19037,가산 글램핑,경북 칠곡군 가산면 학하2길 54-55 ,1,1,0,1,0,1,1,0,1,0,1
519,14939,땅끝황토나라테마촌,전라남도 해남군 송지면 땅끝해안로 1730  ,1,1,1,0,0,1,1,0,1,0,1
777,13159,오크밸리카라반캠핑장,강원도 원주시 지정면 판대리 577-7  ,1,1,1,0,0,1,1,0,1,0,1
1319,4323,낭추골캠핑장,충북 청주시 상당구 낭성면 단재로 1890 ,1,1,1,0,0,1,1,0,1,0,1
1055,11769,모래재캠핑장,충북 괴산군 사리면 모래재로 483-12 ,1,1,0,0,0,1,1,0,1,0,1
655,13982,한반도 솔숲 쉼터,강원 영월군 한반도면 서강로 1159-93 ,1,0,0,1,1,0,1,0,1,0,1
934,12425,숲이조아 오토캠핑장,경상북도 문경시 농암면 율수리 296-4  ,1,1,1,0,0,0,1,0,1,0,1
239,18054,고성다이노캠핑장,경상남도 고성군 삼산면 두포리 174-3 ,1,1,0,0,0,0,1,0,1,0,1
404,15926,입화산 참살이숲 제2오토캠핑장,울산광역시 중구 다운동 8번지 ,1,1,0,0,0,0,1,0,1,0,1
514,14952,휴리조트 캠핑장,경기 양주시 만송로366번길 215-29 (만송동) ,1,1,0,0,0,0,1,0,1,0,1
1120,11242,밀양댐 스쿨캠핑장,경남 밀양시 단장면 고례2길 3 ,1,1,0,0,0,0,1,0,1,0,1
567,14579,대부도캠핑성,경기 안산시 단원구 부흥로 232-68 (대부남동) ,1,1,1,1,1,1,0,0,1,0,1
1093,11426,성주봉 자연휴양림,경상북도 상주시 은척면 성주봉로 3  ,0,0,0,0,1,1,0,0,1,0,1
225,18287,진북 편백골 관광농원 캠핑장,경남 창원시 마산합포구 진북면 금산길 209-81 ,1,1,1,1,0,1,0,0,1,0,1
698,13637,대둔산 그린시티 오토캠핑장,전라북도 완주군 운주면 산북리 157-1  ,1,1,0,1,0,1,0,0,1,0,1
938,12408,센티마르글램핑,충청남도 태안군 원북면 방갈리 515-43  ,1,1,0,1,0,1,0,0,1,0,1
1200,10419,월드니스,강원도 영월군 수주면  도원운학로 475-10  ,1,1,1,0,0,1,0,0,1,0,1
788,13130,칠갑산 자연휴양림,충남 청양군 대치면 칠갑산로 668-103 ,1,0,1,0,0,1,0,0,1,0,1
22,40497,송정솔바람야영장,경남 남해군 미조면 미송로 483 ,1,1,0,0,0,1,0,0,1,0,1
32,37142,옥계오토캠핑장,경남 거제시 하청면 칠천로 265-17 ,1,1,0,0,0,1,0,0,1,0,1
77,25462,칠곡보 오토캠핑장,경북 칠곡군 약목면 관호리 8 ,1,1,0,0,0,1,0,0,1,0,1
195,19413,더무빙카라반,부산광역시 기장군 장안읍 해맞이로 290  ,1,1,0,0,0,1,0,0,1,0,1
289,17339,지리산 숲속의 쉼터,경상남도 산청군 시천면 세석길 195-15 ,1,1,0,0,0,1,0,0,1,0,1
454,15591,오투글램핑,대구 달성군 옥포읍 옥포로111길 95-17 ,1,1,0,0,0,1,0,0,1,0,1
869,12663,별고을오토캠핑장,경북 성주군 금수면 성주로 660 ,1,1,0,0,0,1,0,0,1,0,1
1010,12044,철원가산농원캠핑장,강원도 철원군 갈말읍 상사리 628-3  ,1,1,0,0,0,1,0,0,1,0,1
1324,4306,보라보라카라반 캠핑장,경북 포항시 북구 청하면 해안로 2264 ,1,1,0,0,0,1,0,0,1,0,1
1388,3550,학암포글램핑,충청남도 태안군 원북면 방갈리 515-26  ,1,1,0,0,0,1,0,0,1,0,1
1422,3192,지리산365오토캠핑펜션,경남 산청군 시천면 지리산대로 605 ,1,1,0,0,0,1,0,0,1,0,1
1039,11853,무주 글램핑,전북 무주군 설천면 구천동1로 138 ,0,0,0,0,0,1,0,0,1,0,1
1069,11678,태라 글램핑,제천시 봉양읍 옥전리 117-1 ,1,1,0,0,1,0,0,0,1,0,1
786,13132,벨라캠핑장,경기 동두천시 탑신로237번길 39 (탑동동) ,1,1,0,1,0,0,0,0,1,0,1
293,17292,밀양강 캠프스쿨,경상남도 밀양시 산외면 단산길 2-5  ,1,1,0,0,0,0,0,0,1,0,1
374,16259,사선대캠핑장,전북 임실군 관촌면 춘향로 3441-26 ,1,1,0,0,0,0,0,0,1,0,1
747,13319,봉식이놀이터,경북 청도군 풍각면 봉수길 749-8 ,1,1,0,0,0,0,0,0,1,0,1
1001,12103,금광관광농원 캠핑장,경기도 안성시 금광면 현곡리 517 ,1,1,0,0,0,0,0,0,1,0,1
1154,11071,써니힐글램핑,강원 횡성군 우천면 경강로 3487-22 ,1,1,0,0,0,0,0,0,1,0,1
672,13873,칠갑산도림휴게소캠핑장,충남 청양군 장평면 도림로 343 ,0,1,0,0,0,0,0,0,1,0,1
873,12650,제천옛날학교캠핑장,충북 제천시 덕산면 후청골길 72 ,0,1,0,0,0,0,0,0,1,0,1
997,12123,에코유 캠핑장,경기 동두천시 천보산로359번길 55 (탑동동) ,0,1,0,0,0,0,0,0,1,0,1
394,16023,천문대오토캠핑장,경남 김해시 생림면 인제로 545-59 ,1,0,0,0,0,0,0,0,1,0,1
563,14593,태백 눈꽃 야영장,강원 태백시 태백산로 4769 (소도동) ,1,0,0,0,0,0,0,0,1,0,1
835,12840,와우파크,강원 강릉시 사천면 공회당길 7-13 ,1,0,0,0,0,0,0,0,1,0,1
937,12410,이안숲속오토캠핑장,충청남도 공주시 반포면 수목원길 25  ,1,0,0,0,0,0,0,0,1,0,1
704,13614,블루웨일 글램핑,경남 고성군 삼산면 두포5길 113-139 ,0,0,0,0,0,0,0,0,1,0,1
715,13509,글램핑클럽레스피아in파주,경기도 파주시 월롱면 도감로 130 ,0,0,0,0,0,0,0,0,1,0,1
983,12171,양평 베이스캠프,경기도 양평군 경강로 2277-21  ,0,0,0,0,0,0,0,0,1,0,1
1162,11039,용추밸리 캠프 야영장,경남 함양군 안의면 매바위길 14 ,0,0,0,0,0,0,0,0,1,0,1
7,86331,수도권매립지 캠핑장,인천 서구 정서진로 500 (오류동) ,1,1,1,0,1,1,1,1,0,0,1
328,16790,청천수목원 야영장,충청북도 괴산군 청천면 도원1길 68  ,1,1,0,0,1,1,1,1,0,0,1
706,13605,포천자연마을 서울캠핑장,경기 포천시 관인면 북원로 371-115 (구) 사정분교 ,1,1,0,0,1,1,1,1,0,0,1
732,13381,대궐오토캠핑장,경기도 양주시 백석읍 기산로440번길 177  ,1,1,0,0,1,1,1,1,0,0,1
1006,12067,계곡과소나무 오토캠핑장,경기도 포천시 일동면 무리울길 283  ,1,1,0,0,1,1,1,1,0,0,1
752,13285,월악산광천민박펜션,충북 제천시 덕산면 월악산로5길 18-1 ,1,0,0,0,1,1,1,1,0,0,1
754,13269,"블루오션리조트, 오션파크",충청남도 태안군 남면 신장리 353-148  ,1,1,1,0,0,1,1,1,0,0,1
307,17129,순창향 관광농원 오토캠핑장,전라북도 순창군 구림면 구림로 3-2  ,1,1,0,0,0,1,1,1,0,0,1
494,15097,문앤스타 캠핑장,경기 양평군 용문면 중원산로 478 ,1,1,0,0,0,1,1,1,0,0,1
743,13326,연미향마을 오토캠핑장,경기 용인시 처인구 원삼면 백원로 128-7 ,1,1,0,0,1,0,1,1,0,0,1
1121,11239,매일민박캠핑장,강원도 철원군 근남면 하오재로 1531  ,1,1,0,0,1,0,1,1,0,0,1
512,14978,물소리풍경 캠핑장,충북 괴산군 칠성면 쌍곡로 351 ,1,1,0,0,0,0,1,1,0,0,1
724,13404,도원패밀리캠핑장,강원 영월군 무릉도원면 엄둔길 390 ,1,1,0,1,1,1,0,1,0,0,1
265,17614,이포보오토캠핑장,경기도 여주군 대신면 여양로 1935-177  ,1,1,1,0,1,1,0,1,0,0,1
587,14464,십자봉오토캠핑장,충북 제천시 백운면 덕동로 536 ,1,1,0,0,1,1,0,1,0,0,1
996,12127,폭포골자연휴양림야영장,강원 강릉시 연곡면 황어대길 46-3 ,1,1,0,0,1,1,0,1,0,0,1
650,13995,독립기념관 캠핑장,충남 천안시 동남구 목천읍 독립기념관로 1 ,1,0,0,0,1,1,0,1,0,0,1
1439,2704,김천맑은계곡 오토캠핑장,경북 김천시 부항면 대야길 307 ,0,1,1,1,0,1,0,1,0,0,1
322,16968,김포 황토테마파크,경기도 김포시 하성면 전류리 114 ,1,1,0,1,0,1,0,1,0,0,1
1405,3354,리틀보이 캠핑장,경남 고성군 회화면 옥수길 13 ,1,1,0,1,0,1,0,1,0,0,1
177,20110,황매산 국민여가 캠핑장,경남 합천군 가회면 황매산공원길 331 ,1,1,0,0,0,1,0,1,0,0,1
204,19031,아산곡교천야영장,충남 아산시 곡교천로 407 (권곡동) ,1,1,0,0,0,1,0,1,0,0,1
255,17849,진달래 관광농원 캠핑장,충남 부여군 옥산면 봉산로56번길 56 ,1,1,0,0,0,1,0,1,0,0,1
266,17598,이태백 야영장,충청남도 태안군 소원면 송의로 809-62 ,1,1,0,0,0,1,0,1,0,0,1
285,17362,한마음오토캠핑장,충청남도 태안군 고남면 장곡리 617-1  ,1,1,0,0,0,1,0,1,0,0,1
427,15726,지리산천왕봉야영장,전라북도 남원시 지리산로 1241 천왕봉식당 ,1,1,0,0,0,1,0,1,0,0,1
485,15171,에코오토캠핑장,전라북도 완주군 동상면 대아수목로 144-1  ,1,1,0,0,0,1,0,1,0,0,1
602,14363,계림정야영장,경남 산청군 삼장면 친환경로 967 ,1,1,0,0,0,1,0,1,0,0,1
680,13770,합천수피아캠핑,경상남도 합천군 봉산면 합천호반로 954 ,1,1,0,0,0,1,0,1,0,0,1
689,13742,하늘빛계곡,강원도 양양군 서면 설악로 1760  ,1,1,0,0,0,1,0,1,0,0,1
728,13392,황금박쥐캠핑장,강원 춘천시 남산면 홍천강변길 476 ,1,1,0,0,0,1,0,1,0,0,1
762,13229,개암벌 용소 관광농원 캠핑장,강원 홍천군 두촌면 군유동길 361-26 ,1,1,0,0,0,1,0,1,0,0,1
771,13170,토토큰바위 캠핑장,경기 가평군 북면 화악산로 1246 ,1,1,0,0,0,1,0,1,0,0,1
948,12344,칠성캠핑장,충북 괴산군 칠성면 중부로 5611-21 ,1,1,0,0,0,1,0,1,0,0,1
1262,6221,바람숲야영장,대구 동구 팔공로230길 103 (진인동) ,1,1,0,0,0,1,0,1,0,0,1
1286,4742,마검포태안캠핑장,충남 태안군 남면 마검포길 311-42 ,1,1,0,0,0,1,0,1,0,0,1
1371,3729,을전56오토캠핑장,충북 단양군 가곡면 을전길 56-1 ,1,1,0,0,0,1,0,1,0,0,1
1394,3490,승암159캠핑장,충북 괴산군 청천면 후평도원로 484 ,1,1,0,0,0,1,0,1,0,0,1
1396,3452,라라캠핑장,경북 경주시 양남면 서왕길 381-14 ,1,1,0,0,0,1,0,1,0,0,1
1402,3384,느티담길 캠핑장,경북 군위군 산성면 부흥로 362-33 ,1,1,0,0,0,1,0,1,0,0,1
1289,4686,김천실내테니스장 & 김천오토캠핑장,경북 김천시 남면 초곡길 287-97 ,1,0,0,0,0,1,0,1,0,0,1
437,15663,달과별 캠핑장,강원도 영월군 상동읍 덕구리 15 ,1,1,1,1,0,0,0,1,0,0,1
904,12539,아름다운 캠프,강원도 동해시 대진동 대진1길 47-2 일원 ,1,1,1,1,0,0,0,1,0,0,1
342,16655,굼벵이캠핑농원,충청남도 태안군 이원면 내리 523  ,1,1,0,1,0,0,0,1,0,0,1
817,12949,비로야영장,경상북도 영주시 풍기읍 삼가로 447-11  ,1,1,0,1,0,0,0,1,0,0,1
833,12849,쌍곡예당,충북 괴산군 칠성면 쌍곡로1길 111 ,1,1,0,1,0,0,0,1,0,0,1
1327,4267,금계관광농원,충남 공주시 유구읍 문금길 86 ,1,1,0,1,0,0,0,1,0,0,1
269,17556,평화강변수목 캠핑장,경기 연천군 미산면 어삼로 419 ,1,1,1,0,0,0,0,1,0,0,1
1023,11968,더캠프,울산 울주군 상북면 삽재로 420 ,1,1,1,0,0,0,0,1,0,0,1
1125,11230,쿵쿵소 캠핑장,강원 평창군 봉평면 덕거길 356-12 ,1,1,1,0,0,0,0,1,0,0,1
2,112938,충주카누캠핑장,충북 충주시 동량면 지등로 1276-4 ,1,1,0,0,0,0,0,1,0,0,1
207,18959,가야랜드달빛야영장,경남 김해시 신어산길 67 (삼방동) ,1,1,0,0,0,0,0,1,0,0,1
376,16250,하늘정원캠핑장,인천 강화군 길상면 동검길 21-1 ,1,1,0,0,0,0,0,1,0,0,1
397,16015,소선암 오토캠핑장,충청북도 단양군 단성면 선암계곡로 1656  ,1,1,0,0,0,0,0,1,0,0,1
554,14679,하늘캠핑장,강원도 양양군 양양읍 월리 507 ,1,1,0,0,0,0,0,1,0,0,1
606,14327,수목화 송정마을 오토캠핑장,강원도 고성군 건봉사로 1504 ,1,1,0,0,0,0,0,1,0,0,1
684,13763,얼음골까투리캠핑장,경상남도 밀양시 산내면 얼음골로 134-22  ,1,1,0,0,0,0,0,1,0,0,1
942,12398,오투스토리,전남 장성군 황룡면 홍길동로 271 ,1,1,0,0,0,0,0,1,0,0,1
1015,11995,풍경,강원 영월군 무릉도원면 무릉법흥로 674-14 ,1,1,0,0,0,0,0,1,0,0,1
1094,11424,설래림야영장,강원도 정선군 임계면 내도전길 418 ,1,1,0,0,0,0,0,1,0,0,1
1311,4412,명파리해변야영장,강원 고성군 현내면 금강산로 819-3 ,1,1,0,0,0,0,0,1,0,0,1
1382,3639,아리아리 숲속의 야영장,강원 영월군 주천면 솔치로 240-70 ,1,1,0,0,0,0,0,1,0,0,1
1434,2795,봄봄캠핑,강원 춘천시 사북면 화악지암길 576 ,1,1,0,0,0,0,0,1,0,0,1
1452,2152,하늘빛,인천 옹진군 영흥면 영흥서로 527-26 ,1,1,0,0,0,0,0,1,0,0,1
832,12849,돌집야영장,강원도 화천군 간동면 춘양로 777-9  ,1,0,0,0,0,0,0,1,0,0,1
993,12136,대청마루 물소리,포천시 관인면 담터길 239 ,1,0,0,0,0,0,0,1,0,0,1
1003,12074,별빛두레펜션 캠핑장,전라북도 진안군 석원로 24-0 석정휴게소  ,1,0,0,0,0,0,0,1,0,0,1
1038,11857,수봉야영장,강원도 양양군 서면 오색리 3 ,1,0,0,0,0,0,0,1,0,0,1
647,14006,서울대공원야영장,경기도 과천시 막계동 산 65-75 ,0,0,0,0,0,0,0,1,0,0,1
160,20517,도림사오토캠핑장,전남 곡성군 곡성읍 도림로 74 ,1,1,1,1,1,1,1,0,0,0,1
297,17238,웅포관광지 캠핑장,전라북도 익산시 웅포면 강변로 25  ,0,1,0,0,1,1,1,0,0,0,1
58,29203,북한산 캠핑장,서울 은평구 북한산로 232-1 (진관동) ,1,1,1,0,0,1,1,0,0,0,1
286,17358,금강자연휴양림,세종특별자치시 금남면 산림박물관길 110  ,0,1,1,0,0,1,1,0,0,0,1
351,16550,대관령자연휴양림,강원도 강릉시 성산면 삼포암길 133  ,0,0,1,0,0,1,1,0,0,0,1
71,25899,설악산국립공원 설악동자동차야영장,강원도 속초시 설악동 375-3  ,1,0,0,0,0,1,1,0,0,0,1
72,25847,함허동천야영장,인천광역시 강화군 화도면 해안남로1196번길 38  ,0,0,0,0,0,1,1,0,0,0,1
765,13219,아우라지관광지,강원 정선군 여량면 아우라지길 69 ,0,0,0,0,0,1,1,0,0,0,1
913,12525,안성맞춤 자동차야영장, ,1,1,0,0,0,0,1,0,0,0,1
38,35830,달궁자동차 야영장,전라북도 남원시 산내면 덕동리 274번지 외 22필지 ,1,0,0,0,0,0,1,0,0,0,1
241,18030,봉무공원야영장,대구시 동구 팔공로 50길 66 ,0,0,1,0,1,1,0,0,0,0,1
155,20579,덕산국민여가캠핑장,인천시 강화군 내가면 강화서로 227번길 91 ,1,1,0,0,1,1,0,0,0,0,1
1088,11557,산음캠핑(글램핑),경기도 양평군 단월면 고북길 76-23  ,1,1,0,0,1,1,0,0,0,0,1
1030,11901,해인캠핑장,경상남도 합천군 대병면 대지리 296번지 ,1,0,1,1,0,1,0,0,0,0,1
651,13992,청계동 솔바람야영장,전라남도 곡성군 곡성읍 신기리 산159-1 ,1,1,1,0,0,1,0,0,0,0,1
499,15072,사촌해수욕장야영장, ,0,0,1,0,0,1,0,0,0,0,1
93,24431,뿌리공원캠핑장, ,1,1,0,0,0,1,0,0,0,0,1
226,18283,공주한옥마을 웅진오토캠핑장,충청남도 공주시 웅진동 관광단지길 12  ,1,1,0,0,0,1,0,0,0,0,1
895,12581,금강송 체험 야영장,경상북도 울진군 금강송면 소광리 173-2 ,1,1,0,0,0,1,0,0,0,0,1
1201,10417,산사랑 글램핑,강원 원주시 소초면 구룡사로 127 ,1,1,0,0,0,1,0,0,0,0,1
156,20562,상족암군립공원 오토캠핑장,경남 고성군 하이면 덕명5길 53-7 ,0,1,0,0,0,1,0,0,0,0,1
542,14769,거제자연휴양림,경상남도 거제시 동부면 거제중앙로 325  ,0,1,0,0,0,1,0,0,0,0,1
44,32653,항도야영장,경상남도 남해군 미조면 송정리 355-20 ,1,0,0,0,0,1,0,0,0,0,1
165,20452,덕풍계곡 솔밭야영장,강원 삼척시 가곡면 덕풍길 928 ,1,0,0,0,0,1,0,0,0,0,1
408,15886,서포리 관광지 오토캠핑장,인천 옹진군 덕적면 덕적남로587번길 28 ,1,0,0,0,0,1,0,0,0,0,1
530,14840,황학동캠핑장,강원 원주시 신림면 구학산로 1456-6 ,1,0,0,0,0,1,0,0,0,0,1
621,14162,오도산 자연휴양림,경상남도 합천군 봉산면 오도산휴양로 433  ,1,0,0,0,0,1,0,0,0,0,1
1156,11069,솔바람 캠핑장,경상북도 청도군 운문면 신원3길 26-11  ,1,0,0,0,0,1,0,0,0,0,1
1441,2666,호미곶 고래마을 캠핑장,경북 포항시 남구 호미곶면 고래마을길 8 ,1,0,0,0,0,1,0,0,0,0,1
112,23138,월포해수욕장야영장,경남 남해군 남면 남서대로 611-17 ,0,0,0,0,0,1,0,0,0,0,1
326,16829,하늘물빛정원 글램핑,충청남도 금산군 추부면 검한1길 156  ,0,0,0,0,0,1,0,0,0,0,1
379,16219,덕풍계곡마을야영장,강원 삼척시 가곡면 풍곡안길 17-34 ,0,0,0,0,0,1,0,0,0,0,1
432,15687,바라산자연휴양림 야영장,경기도 의왕시 학의동 북골안길 96  ,0,0,0,0,0,1,0,0,0,0,1
900,12555,왕터리조트,강원 춘천시 남면 박암관천길 183-27 ,1,1,1,0,1,0,0,0,0,0,1
11,55911,학동자동차 야영장,경남 거제시 동부면 거제대로 981 ,1,1,0,0,1,0,0,0,0,0,1
412,15876,깊이울달빛캠핑장,경기 포천시 신북면 깊이울로 200 ,0,0,0,0,1,0,0,0,0,0,1
623,14155,해솔길 캠핑장,경기도 안산시 단원구 대부북동 연목이길 15  ,1,1,1,0,0,0,0,0,0,0,1
17,50688,학암포 오토 캠핑장,충청남도 태안군 원북면 옥파로 1152-37  ,1,1,0,0,0,0,0,0,0,0,1
53,30427,문경 단산 숲속 캠핑장,경북 문경시 문경읍 활공장길 585 ,1,1,0,0,0,0,0,0,0,0,1
213,18617,솔내음캠핑장,경기도 김포시 통진읍 절골로127번길 32-90  ,1,1,0,0,0,0,0,0,0,0,1
402,15943,소백산삼가야영장,경상북도 영주시 풍기읍 삼가로 476 ,1,1,0,0,0,0,0,0,0,0,1
431,15687,덕포진누리마을캠핑장,경기 김포시 대곶면 덕포진로103번길 130-1 ,1,1,0,0,0,0,0,0,0,0,1
676,13810,락인뜰,인천광역시 중구 을왕동 늘목로 38  ,1,1,0,0,0,0,0,0,0,0,1
725,13402,금다래캠핑장,경기 가평군 북면 화악산로 1087-24 ,1,1,0,0,0,0,0,0,0,0,1
756,13251,삼척엘림캠핑장,강원도 삼척시 내평길 233-13  ,1,1,0,0,0,0,0,0,0,0,1
789,13125,무주구천동카라반,전북 무주군 설천면 백련사길 20 ,1,1,0,0,0,0,0,0,0,0,1
986,12159,황정민 글램핑,경기 가평군 조종면 명지산로 523 ,1,1,0,0,0,0,0,0,0,0,1
1112,11322,여주산촌관광농원,경기 여주시 금사면 금품1로 552 ,1,1,0,0,0,0,0,0,0,0,1
1145,11110,둥지펜션 캠핑장,경북 청도군 운문면 운문로 1212 ,1,1,0,0,0,0,0,0,0,0,1
1163,11039,캠프 에이프릴,강원 영월군 남면 서강로 1664-134 ,1,1,0,0,0,0,0,0,0,0,1
1178,10822,에버힐,강원도 평창군 봉평면 흥정리 산 80-3  ,1,1,0,0,0,0,0,0,0,0,1
1181,10792,폴리파크카라반,제주특별자치도 제주시 애월읍 산록서로 18 ,1,1,0,0,0,0,0,0,0,0,1
836,12836,보보캠핑,전북 무주군 설천면 구천동로 1048-26 ,0,1,0,0,0,0,0,0,0,0,1
896,12578,얼음골야영장,강원 양양군 서면 얼음골길 45  ,0,1,0,0,0,0,0,0,0,0,1
1155,11070,구름포오토캠핑장,충남 태안군 소원면 구름포길 117 ,0,1,0,0,0,0,0,0,0,0,1
1220,8403,화진해수욕장 마을번영회 야영장,경북 포항시 북구 송라면 동해대로3218번길 62 ,0,1,0,0,0,0,0,0,0,0,1
236,18107,가마미야영장,전남 영광군 홍농읍 계마길 120 ,1,0,0,0,0,0,0,0,0,0,1
538,14775,동막골야영장,강원 삼척시 근덕면 내평길 223-1 ,1,0,0,0,0,0,0,0,0,0,1
547,14731,구룡자동차야영장,강원 원주시 소초면 구룡마을길 14 ,1,0,0,0,0,0,0,0,0,0,1
758,13239,남원 자연휴양림,전북 남원시 보산로 228 (갈치동) ,1,0,0,0,0,0,0,0,0,0,1
855,12732,밤벌오토캠핑장,강원도 홍천군 서면 반곡리 3  ,1,0,0,0,0,0,0,0,0,0,1
1047,11787,십이선녀탕 통나무집 야영장,강원도 인제군 십이선녀탕길 81-0  ,1,0,0,0,0,0,0,0,0,0,1
128,22345,달궁힐링야영장,전라북도 남원시 산내면 덕동리 287-3 ,0,0,0,0,0,0,0,0,0,0,1
172,20193,(주)아웃오브파크,강원도 춘천시 남면 가옹개길 52-9 ,0,0,0,0,0,0,0,0,0,0,1
583,14491,월성 산아래 글램핑,전라남도 장성군 북하면 월성안길16-33 ,0,0,0,0,0,0,0,0,0,0,1
793,13093,신불산폭포 자연휴양림,울산광역시 울주군 상북면 청수골길 175  ,0,0,0,0,0,0,0,0,0,0,1
872,12653,(주)자연인,제주특별자치도 제주시 아란서길 110-0  ,0,0,0,0,0,0,0,0,0,0,1
894,12582,살구나무글램핑&펜션,강원도 횡성군 경강로 615-19 ,0,0,0,0,0,0,0,0,0,0,1
1416,3225,산내956,경북 경주시 산내면 문복로 956 ,0,0,0,0,0,0,0,0,0,0,1
206,18962,엘리시안 강촌 캠핑파크,강원 춘천시 남산면 북한강변길 688 ,1,1,1,1,1,1,1,1,1,1,0
363,16375,별자리 캠핑랜드,경북 경주시 반구대로 3501-34 (배동) ,1,1,1,1,1,1,1,1,1,1,0
670,13876,청광새들녘캠핑,경상남도 고성군 개천면 영회로 1296  ,1,1,1,1,1,1,1,1,1,1,0
954,12301,송가네 오가리캠핑장,경기도 포천시 창수면 전영로1023번길 115  ,1,1,1,1,1,1,1,1,1,1,0
1082,11611,시냇가 캠핑장,충북 괴산군 칠성면 연풍로 쌍곡길 75 ,1,1,1,1,1,1,1,1,1,1,0
219,18534,솔담길 오토캠핑장,경상북도 군위군 부계면 한밤 8길 2  ,1,1,1,0,1,1,1,1,1,1,0
