,소재지전체주소,lat,lon
692,경기도 파주시 월롱면 덕은리 275-19,37.7967285,126.7688382
693,경기도 파주시 문산읍 마정리 1153-3,37.8938361,126.7443772
694,경상남도 하동군 옥종면 월횡리 333,35.1945862,127.858243
695,대구광역시 북구 산격동 1477-1,35.9095055,128.6039958
696,울산광역시 울주군 상북면 등억알프스리 309-1,35.5547586,129.0805819
697,경상남도 거창군 북상면 월성리 941-4번지,35.76419,127.7368363
698,경기도 포천시 이동면 도평리 333번지,38.0757063,127.4032977
699,경기도 가평군 가평읍 복장리 580-3번지,37.740356,127.4999057
700,경상남도 사천시 서포면 비토리 255-31,34.984023,127.9669642
701,강원도 홍천군 내촌면 화상대리 산 375-2,37.8018189,128.0035294
702,충청북도 영동군 상촌면 대해리 1083-1,36.101298,127.8848185
703,경기도 남양주시 오남읍 팔현리 9-22,37.70090649999999,127.2628633
704,경기도 안산시 단원구 대부남동 557-6,37.2300463,126.5802849
705,충청북도 괴산군 연풍면 갈금리 255-19번지,36.7816546,127.9512861
706,충청남도 태안군 남면 원청리 512-142,36.63939560000001,126.3021005
707,충청남도 부여군 옥산면 봉산리 171-3,36.1980162,126.7234974
708,경기도 여주시 산북면 주어리 368-1,37.4016889,127.442999
709,경기도 가평군 가평읍 두밀리 216,37.8152713,127.4547979
710,경상남도 함양군 백전면 백운리 120-2,35.5884737,127.6371657
711,충청남도 예산군 덕산면 둔리 108-7,36.6719238,126.6481079
712,인천광역시 남동구 장수동 141-7,37.4547802,126.7457475
713,경기도 파주시 법원읍 금곡리 321-32,37.8859345,126.8787652
714,강원도 강릉시 사천면 사천진리 242-1번지,37.8410929,128.8723209
715,충청북도 청주시 청원구 내수읍 원통리 76-2,36.709729,127.5161296
716,경상북도 청도군 운문면 봉하리 817번지 (817-1번지),35.8041233,128.9763417
717,충청남도 논산시 벌곡면 양산리 298-11번지,36.2188194,127.2715786
718,경기도 가평군 북면 도대리 324-10,37.9542988,127.477874
719,충청남도 태안군 이원면 내리 958-2번지 958-3,36.9200085,126.2924978
720,충청남도 태안군 소원면 모항리 442-3,36.7773735,126.1432869
721,충청북도 충주시 살미면 내사리 산 20-2,36.9044212,128.0144229
722,경상북도 경주시 산내면 대현리 2372,35.6842054,129.0502907
723,세종특별자치시 세종동 551-25,,
724,강원도 양구군 양구읍 군량리 450,38.1602934,127.9637103
725,강원도 영월군 무릉도원면 법흥리 304-2,37.37445530000001,128.2718873
726,충청남도 서산시 인지면 화수리 639-10,36.7683261,126.4166669
727,"경기도 포천시 신북면 금동리 12-4 12, 15번지",37.9353076,127.1417926
728,전라남도 곡성군 죽곡면 남양리 304,35.17807,127.3352893
729,충청남도 태안군 남면 양잠리 1230-3,36.6442404,126.3004253
730,강원도 인제군 기린면 방동리 68-3,37.9126207,128.4151868
731,전라북도 정읍시 산외면 정량리 85-1 인문학뇌만들기 문화공간 창,35.60666399999999,127.06242
732,충청북도 충주시 살미면 신당리 15-6,36.9133816,128.0686731
733,경상북도 안동시 와룡면 가구리 377-1,36.6197305,128.7775784
734,경기도 가평군 북면 화악리 754-6,37.9375355,127.5398139
735,경상북도 문경시 가은읍 완장리 460번지,36.676402,127.95985
736,충청북도 괴산군 장연면 방곡리 607-4번지 아이뜰관광농원,36.844573,127.9023632
737,경상북도 청도군 매전면 관하리 420,35.70895489999999,128.8181107
738,충청남도 태안군 원북면 방갈리 515-173,36.8979606,126.2048652
739,강원도 영월군 김삿갓면 내리 386-2번지,37.0779437,128.7082094
740,경상남도 하동군 청암면 상이리 1446,35.1810418,127.7547617
741,전라북도 김제시 금산면 금산리 79-9,35.7160081,127.0440067
742,경기도 포천시 소흘읍 이곡리 479-8,37.777109,127.1464399
743,경기도 포천시 소흘읍 이곡리 464-8번지,37.7787223,127.1465031
744,"경기도 안성시 양성면 산정리 239-2 ,239-5",37.0818956,127.1956992
745,인천광역시 강화군 양도면 건평리 463-11번지,37.6906939,126.3920765
746,충청남도 보령시 천북면 장은리 970,36.5055523,126.4905951
747,충청북도 영동군 학산면 도덕리 806-3,36.0845127,127.7238831
748,충청남도 천안시 동남구 광덕면 광덕리 720-12번지,36.6756948,127.0278109
749,경기도 포천시 이동면 도평리 659-8 외 1번지(659-4),38.0757063,127.4032977
750,경기도 안산시 단원구 대부북동 1865-63,37.258289,126.5731267
751,강원도 홍천군 화촌면 풍천리 107-2번지,37.8332545,127.8882651
752,경상남도 함양군 안의면 상원리 757-19 관광농원,35.6748198,127.7739851
753,강원도 원주시 문막읍 취병리 358,37.3111808,127.800606
754,경기도 안산시 단원구 대부남동 647-1,37.2300463,126.5802849
755,인천광역시 옹진군 영흥면 내리 1327번지,37.2688539,126.4708583
756,"강원도 정선군 남면 무릉리 819-110번지 819-111, 819-112, 819-113",37.2587195,128.7688913
757,경기도 가평군 설악면 회곡리 24-2,37.6831942,127.4702712
758,경기도 가평군 청평면 상천리 1494번지 두레마을휴양림,37.7686813,127.4700681
759,충청북도 옥천군 이원면 장찬리 145-9,36.2451224,127.5941999
760,경기도 평택시 안중읍 학현리 129-10번지,36.9916333,126.9071514
761,인천광역시 강화군 길상면 초지리 1328-2번지 대나무집,37.6223499,126.5385599
762,경상북도 고령군 운수면 신간리 465,35.7956332,128.3159878
763,"강원도 영월군 무릉도원면 두산리 산 175, 산 175-1번지",37.3173996,128.1646503
764,강원도 영월군 무릉도원면 도원리 795-1,37.3001573,128.221309
765,강원도 영월군 김삿갓면 외룡리 651-1,37.1167026,128.6423741
766,경기도 가평군 청평면 고성리 25-1,37.7000527,127.5172798
767,전라남도 여수시 남면 유송리 702번지,34.5475652,127.7262263
768,강원도 양양군 현북면 원일전리 34-1번지,37.9935081,128.6524927
769,충청북도 제천시 청풍면 도곡리 92번지,37.0043945,128.1328006
770,강원도 영월군 무릉도원면 법흥리 137,37.3571384,128.2786679
771,경기도 안양시 만안구 안양동 산 81-6,37.3822113,126.9101975
772,강원도 속초시 대포동 478-7번지,38.1782568,128.6016618
773,경기도 가평군 북면 도대리 335-3번지,37.95463120000001,127.4732062
774,전라북도 진안군 안천면 삼락리 1058-2번지,35.9366772,127.5297622
775,강원도 영월군 무릉도원면 법흥리 522,37.3660305,128.2720895
776,전라북도 정읍시 고부면 신중리 305-18,35.6015147,126.7616626
777,제주특별자치도 제주시 애월읍 유수암리 2994,33.422314,126.3939899
778,충청북도 충주시 대소원면 탄용리 632-5,36.919742,127.8417206
779,경기도 안성시 양성면 방신리 317-1,37.031103,127.18229
780,인천광역시 남동구 서창동 33-7번지,37.4391327,126.755199
781,강원도 영월군 김삿갓면 와석리 744,37.1048241,128.6026791
782,강원도 영월군 김삿갓면 와석리 878,37.0909622,128.6035289
783,충청북도 충주시 앙성면 지당리 395-2,37.102982,127.710293
784,강원도 동해시 추암동 32,37.4720154,129.1535955
785,경기도 가평군 가평읍 산유리 528-1,37.7583899,127.5042967
786,충청북도 청주시 상당구 미원면 금관리 336-4번지,36.6203129,127.7254761
787,경기도 포천시 신북면 금동리 377-6,37.9382723,127.1211008
788,충청북도 괴산군 칠성면 사평리 10-1번지 야영장,36.7843851,127.8781532
789,강원도 평창군 봉평면 흥정리 312-2번지,37.6376283,128.3387439
790,강원도 영월군 무릉도원면 법흥리 61-7번지,37.3346139,128.2867708
791,인천광역시 강화군 길상면 동검리 17-14번지,37.5957327,126.5184629
792,경상남도 사천시 서포면 비토리 255-33,34.984023,127.9669642
793,경기도 가평군 설악면 천안리 727-6번지,37.6348169,127.4728843
794,경기도 포천시 가산면 우금리 48-10번지,37.8193795,127.2244078
795,전라남도 해남군 화원면 매월리 684-7,34.7595605,126.291787
796,강원도 삼척시 근덕면 덕산리 119-1 캠프장관리소,37.3786803,129.2434984
797,경기도 이천시 모가면 어농리 871-3,37.1839635,127.4316313
798,경상북도 포항시 북구 흥해읍 금장리 30-1,36.1353877,129.3848033
799,경기도 포천시 화현면 화현리 533-3번지,37.9087645,127.3072786
800,경기도 가평군 설악면 회곡리 305-4,37.7014684,127.4548715
801,경상북도 울진군 근남면 구산리 산 127번지,36.9170989,129.3308867
802,경기도 양주시 백석읍 가업리 594-34,37.7844664,126.9706136
803,"경기도 동두천시 탑동동 666 외 5필지(665-3, 666-2, 667-1, 668-5, 827-4)",37.8895568,127.0988559
804,경기도 가평군 설악면 가일리 223번지,37.5941915,127.4906451
805,"경기도 양평군 서종면 노문리 600 외 7필지(600-1, 601-1, 599, 599-2, 599-5, 598-2, 585)",37.6361831,127.42711
806,경상남도 창녕군 계성면 사리 325,35.4903167,128.5264615
807,인천광역시 강화군 화도면 장화리 1122-1,37.6137417,126.3824907
808,강원도 강릉시 주문진읍 향호리 8-55번지,37.8996511,128.7843327
809,강원도 강릉시 주문진읍 향호리 8-17번지 외 10필지,37.8996511,128.7843327
810,강원도 강릉시 옥계면 금진리 799-16번지 외 3필지,37.6276217,129.0473711
811,경기도 양평군 단월면 부안리 32-3 외 1필지,37.5802402,127.6812076
812,경기도 포천시 군내면 직두리 160-4번지,37.8673823,127.2491014
813,경상북도 상주시 화서면 하송리 372,36.47128,127.9638884
814,강원도 양양군 현북면 어성전리 65-5번지,37.9328281,128.6744686
815,경기도 가평군 상면 행현리 621-8,37.7467337,127.3501316
816,경기도 하남시 창우동 452-4,37.5285421,127.2297462
817,경기도 포천시 일동면 화대리 94-2번지,37.9569505,127.3366085
818,충청남도 논산시 벌곡면 덕곡리 172-4번지,36.1720014,127.2938013
819,전라북도 임실군 신덕면 삼길리 166-6번지,35.6821424,127.1321021
820,강원도 영월군 무릉도원면 법흥리 535-3,37.3583197,128.2779261
821,전라남도 담양군 월산면 중월리 442번지,35.349014,126.9222576
822,울산광역시 울주군 상북면 덕현리 155-1,35.6164062,129.0536411
823,전라남도 영암군 신북면 학동리 468번지 신북서초등학교,34.9288277,126.6790086
824,전라남도 함평군 함평읍 장년리 726,35.0938256,126.4765173
825,인천광역시 중구 을왕동 810-308,37.4585324,126.3722299
826,경상북도 경주시 산내면 감산리 668-4,35.8193702,129.0525286
827,경기도 가평군 청평면 상천리 산 392-1번지 상천지구농촌테마공원,,
828,경기도 가평군 청평면 삼회리 425,37.67010250000001,127.3947154
829,경기도 가평군 상면 봉수리 14,37.8365633,127.3161182
830,경기도 가평군 상면 행현리 800,37.7741068,127.356023
831,충청남도 태안군 남면 신장리 433-4번지,36.670012,126.2917488
832,강원도 영월군 무릉도원면 법흥리 612-5,37.3320319,128.2743941
833,강원도 영월군 남면 연당리 647,37.1721783,128.4032055
834,경기도 양평군 용문면 중원리 399-2,37.542702,127.6173193
835,강원도 영월군 무릉도원면 운학리 930-3번지,37.3192583,128.1883956
836,강원도 양구군 양구읍 석현리 137-2,38.0417987,127.9699164
837,인천광역시 옹진군 영흥면 내리 724-195,37.2688539,126.4708583
838,경기도 포천시 영북면 소회산리 372번지,38.0923892,127.2337381
839,전라남도 곡성군 오산면 봉동리 945-152번지,35.2407871,127.1158929
840,경기도 포천시 소흘읍 직동리 77-3,37.7668294,127.1690188
841,강원도 홍천군 서면 굴업리 271-11,37.6172699,127.675439
842,강원도 인제군 기린면 방동리 산 282-1번지 방태산자연휴양림,37.9294888,128.3890714
843,강원도 인제군 북면 용대리 1036-4,38.1889599,128.3620907
844,강원도 인제군 북면 용대리 366-2번지,38.1889599,128.3620907
845,강원도 인제군 기린면 방동리 260번지,37.9126207,128.4151868
846,강원도 강릉시 성산면 보광리 308번지,37.7373182,128.807125
847,충청남도 서천군 장항읍 송림리 731-45번지,36.0271409,126.6631947
848,전라남도 여수시 화양면 이목리 39,34.6641323,127.5782888
849,강원도 강릉시 사천면 방동리 112-5번지,37.8317365,128.8763662
850,경기도 포천시 화현면 명덕리 179-3번지,37.8734157,127.2783988
851,인천광역시 강화군 삼산면 매음리 544-1,37.6646,126.3404091
852,강원도 춘천시 사북면 지암리 127-4,37.9789846,127.6226018
853,경상북도 영덕군 강구면 하저리 6-4번지,36.3935581,129.4146016
854,충청남도 천안시 동남구 풍세면 풍서리 263,36.7170563,127.1293966
855,전라북도 부안군 변산면 운산리 441-11,35.6622738,126.5098696
856,강원도 삼척시 오분동 1-40,37.4313579,129.1901923
857,충청북도 괴산군 청천면 지촌리 84-4,36.7199773,127.8000568
858,전라남도 영암군 시종면 신학리 709번지 시종신학초등학교,34.8240529,126.5780797
859,전라남도 곡성군 목사동면 구룡리 293,35.1368499,127.3134652
860,경기도 하남시 교산동 61,37.518261,127.2071276
861,인천광역시 강화군 화도면 내리 2530-6,37.6346334,126.4085142
862,경상북도 경주시 산내면 내일리 756-2,35.7420631,129.0751708
863,제주특별자치도 제주시 애월읍 어음리 1412-1,33.4024004,126.3478473
864,경상북도 포항시 남구 구룡포읍 구평리 504,35.9410412,129.5311839
865,경상북도 경산시 와촌면 대한리 553-3,35.9857956,128.748239
866,경기도 가평군 상면 행현리 807-5,37.7726406,127.353022
867,경기도 가평군 설악면 가일리 308-18,37.6021359,127.4935219
868,경상북도 김천시 부항면 지좌리 330,35.9728905,127.9810771
869,경기도 가평군 북면 제령리 533-1,37.8959699,127.5268174
870,전라남도 영암군 영암읍 회문리 산 1,34.7893608,126.6918101
871,경상남도 거창군 북상면 월성리 50-16번지,35.7613927,127.739545
872,경기도 포천시 신북면 고일리 1-6번지,37.9671705,127.1895972
873,경기도 연천군 전곡읍 전곡리 705-2번지,38.0154359,127.0664167
874,경기도 성남시 수정구 금토동 112,37.4158558,127.0781591
875,경기도 파주시 적성면 자장리 105-4,37.9598106,126.8711907
876,경기도 안산시 단원구 대부남동 28-110,37.2300463,126.5802849
877,충청북도 괴산군 감물면 구월리 493,36.8591943,127.8780346
878,강원도 평창군 봉평면 흥정리 383-7번지,37.6465092,128.3129109
879,경상북도 칠곡군 지천면 백운리 172-3번지,36.0004967,128.4839056
880,경상북도 칠곡군 지천면 황학리 136번지,36.0393561,128.4892591
881,경기도 가평군 청평면 삼회리 268-1,37.6910757,127.3885286
882,경기도 가평군 북면 목동리 542번지,37.9042982,127.5706055
883,경상북도 포항시 남구 송도동 253-5,36.0486444,129.3744851
884,강원도 영월군 영월읍 삼옥리 1621-5,37.200451,128.5073317
885,경상북도 구미시 옥성면 대원리 447,36.2787156,128.2437142
886,전라남도 보성군 겸백면 수남리 산 1-1번지,34.8251296,127.206553
887,전라남도 장성군 삼서면 수양리 666-1,35.2421293,126.6632912
888,충청남도 예산군 덕산면 대치리 22-3,36.6864935,126.6297495
889,경기도 포천시 이동면 도평리 509,38.0757063,127.4032977
890,경기도 포천시 화현면 명덕리 194-12,37.87510839999999,127.2754144
891,경기도 동두천시 탑동동 405-1 외 1필지(405-2),37.8905033,127.1046949
892,경기도 동두천시 탑동동 405-9 외 1필지(405-10),37.89066469999999,127.1042428
893,전라남도 곡성군 고달면 고달리 산 8번지,35.2957311,127.376175
894,강원도 홍천군 서면 모곡리 306-3번지,37.6808951,127.5912843
895,경기도 가평군 가평읍 두밀리 56-3,37.8188652,127.4570783
896,경상북도 청도군 운문면 신원리 268번지,35.6805692,129.0108419
897,강원도 인제군 상남면 상남리 564번지 마의태자 캠핑장,37.8667727,128.2313429
898,전라북도 정읍시 고부면 만수리 410-10번지,35.5940357,126.7946439
899,경상남도 거창군 마리면 율리 345 율리주민공동체련장,35.7351858,127.85647
900,대구광역시 달성군 가창면 단산리 423-8,35.7712593,128.6633222
901,강원도 춘천시 사북면 지암리 428-1,37.9795026,127.6066276
902,경기도 양평군 지평면 일신리 1275-5,37.4401196,127.6895835
903,경기도 가평군 북면 화악리 834-7,37.9461347,127.5361409
904,강원도 양양군 현북면 상광정리 671-5,38.00768190000001,128.6916983
905,경상북도 포항시 남구 연일읍 중명리 570,35.9809888,129.3139508
906,경기도 양평군 개군면 자연리 1-5,37.4275694,127.5682212
907,강원도 횡성군 우천면 하궁리 893-1,37.4964845,128.1409118
908,충청북도 제천시 백운면 화당리 1-3,37.1852473,127.9920485
909,경상북도 경주시 하동 461-1,35.8019297,129.298081
910,강원도 인제군 북면 한계리 872,38.1227531,128.3023006
911,경기도 연천군 왕징면 무등리 8-13,38.0580126,127.0131351
912,경기도 가평군 청평면 고성리 578-19,37.7130652,127.4883274
913,충청북도 제천시 수산면 상천리 558-1,36.95394,128.223618
914,경상북도 경주시 감포읍 나정리 633-6,35.7835763,129.4906626
915,충청남도 태안군 근흥면 마금리 53-22,36.7488176,126.2281664
916,충청북도 청주시 상당구 낭성면 관정리 3,36.6235475,127.6441263
917,전라남도 화순군 한천면 오음리 산 31-6,34.9733065,127.0101898
918,"경기도 포천시 신북면 기지리 283 외 285-1, 285-3",37.9234953,127.2346114
919,충청남도 태안군 소원면 모항리 802-14,36.75254779999999,126.1319097
920,충청남도 태안군 소원면 파도리 543-541,36.7430352,126.1488551
921,경기도 포천시 관인면 사정리 103,38.1208381,127.2521698
922,전라남도 고흥군 금산면 신평리 1001-1,34.4909695,127.1770796
923,경상북도 고령군 덕곡면 옥계리 227-2,35.7705462,128.1770301
924,충청남도 서산시 팔봉면 진장리 806-5 폰타나리조트,36.774786,126.3567192
925,경기도 용인시 처인구 원삼면 목신리 698,37.1202879,127.3074782
926,"경기도 포천시 일동면 기산리 23-3 23-4, 23-22",37.9384078,127.3396216
927,충청북도 진천군 백곡면 구수리 82-25,36.8852679,127.3675104
928,충청남도 아산시 초사동 685-5,36.7387411,126.9710807
929,경기도 가평군 북면 제령리 596-2,37.9019973,127.5138977
930,강원도 철원군 갈말읍 군탄리 710-1,38.1718991,127.3012619
931,인천광역시 강화군 양도면 건평리 463-12,37.6906939,126.3920765
932,충청남도 천안시 동남구 북면 양곡리 262-1,36.8523494,127.2854706
933,경상북도 청도군 운문면 신원리 123-1,35.6675982,129.0050486
934,충청남도 태안군 소원면 파도리 543-572,36.7430352,126.1488551
935,경기도 포천시 이동면 도평리 538-7,38.0757063,127.4032977
936,경기도 용인시 처인구 모현읍 초부리 435-6,37.3089449,127.2427281
937,경기도 양평군 서종면 노문리 439,37.6471395,127.433569
938,전라남도 여수시 경호동 234-1 내경도교회,34.7085275,127.7216863
939,경기도 가평군 설악면 회곡리 361-1,37.6989641,127.459495
940,경기도 가평군 조종면 상판리 145-1,37.911983,127.3815451
941,경상북도 영천시 신녕면 연정리 1030,36.0459489,128.8007587
942,경상북도 포항시 남구 구룡포읍 석병리 794-15,36.0122274,129.5757699
943,충청북도 제천시 청풍면 용곡리 976,36.9775378,128.116931
944,경기도 포천시 설운동 538-29 외 5필지,37.8602536,127.1384553
945,충청북도 단양군 가곡면 대대리 494,37.0083107,128.4052396
946,충청남도 서천군 서면 신합리 530-233,36.1465766,126.548498
947,경기도 안양시 만안구 석수동 241-44 안양블루몬테 수영장,37.4210476,126.9292713
948,경상남도 거제시 동부면 구천리 647-8 외 6필지,34.7981075,128.6270726
949,경상남도 밀양시 단장면 구천리 1381-29,35.5396576,128.9227132
950,강원도 양양군 현북면 말곡리 37-10,38.0294617,128.6885918
951,강원도 영월군 무릉도원면 도원리 704,37.3098382,128.2347294
952,충청북도 제천시 백운면 운학리 445-5,37.2270157,127.9983345
953,충청북도 청주시 청원구 오창읍 성산리 426-30,36.7430481,127.4104512
954,경기도 용인시 처인구 양지면 남곡리 759,37.2058676,127.2780045
955,강원도 영월군 한반도면 광전리 599,37.2504331,128.367584
956,경상북도 군위군 삼국유사면 화북리 1271-55,36.1053162,128.7753364
957,인천광역시 강화군 삼산면 석포리 410번지,37.6886164,126.3640546
958,경기도 연천군 전곡읍 전곡리 183번지,38.0127123,127.0656794
959,경기도 가평군 상면 상동리 산 36-12,37.78610279999999,127.3214483
960,강원도 강릉시 견소동 133-1번지 안목커피거리카라반캠핑,37.7714068,128.9479309
961,경상남도 양산시 원동면 영포리 713-1,35.4293529,128.934435
962,경상북도 청도군 청도읍 구미리 60-1번지,35.6325151,128.7609701
963,충청남도 태안군 원북면 황촌리 산 71,36.8874927,126.2011472
964,충청남도 태안군 남면 신온리 952-51,36.6113511,126.2906016
965,경상북도 고령군 우곡면 예곡리 97 부례 관광지,35.6728733,128.3602522
966,경상북도 김천시 아포읍 대성리 679-3,36.1070462,128.274873
967,경상북도 김천시 남면 오봉리 1-3,36.0999095,128.2753657
968,경상남도 합천군 봉산면 압곡리 107-1,35.6420904,128.0576283
969,충청북도 괴산군 청천면 후영리 496번지 화양동야영장,36.6833793,127.8061643
970,경상북도 영주시 풍기읍 욱금리 202-9,36.906104,128.5208248
971,경기도 양주시 회암동 271-1,37.8461675,127.0946359
972,경기도 안성시 죽산면 용설리 940-8번지,37.0500595,127.4419098
973,경상남도 사천시 서포면 비토리 12-23,34.9664996,127.9755699
974,경기도 파주시 파주읍 봉서리 336-14,37.8519638,126.7901891
975,충청북도 제천시 한수면 복평리 111,36.9026655,128.0791238
976,전라북도 정읍시 내장동 286-1,35.51207730000001,126.9198403
977,경기도 평택시 팽성읍 내리 20-3,36.9743651,127.0310514
978,강원도 영월군 주천면 판운리 474-1,37.2915396,128.3266012
979,경기도 파주시 법원읍 법원리 162-3,37.8537966,126.8917255
980,경기도 포천시 소흘읍 고모리 144-2,37.788277,127.1654227
981,경상남도 밀양시 단장면 태룡리 494,35.5084659,128.8752574
982,경상북도 군위군 부계면 동산리 734-1,36.0473,128.6593773
983,전라북도 완주군 구이면 항가리 499-2,35.7198904,127.1092441
984,경상북도 포항시 남구 호미곶면 강사리 228-6,36.03224,129.5775831
985,경기도 포천시 이동면 연곡리 603,37.9950579,127.3745555
986,경상북도 영덕군 영덕읍 대부리 166-7,36.4031791,129.4151171
987,경상남도 밀양시 단장면 안법리 516-1 안법회관,35.48484760000001,128.8509041
988,충청남도 아산시 배방읍 신흥리 355-6,36.7460503,127.0524564
989,경상남도 창원시 마산합포구 구산면 구복리 240,35.0752412,128.5670273
990,경상남도 사천시 사남면 계양리 290,34.9851668,128.1324343
991,충청북도 보은군 보은읍 강신리 384-64,36.4995455,127.7463452
992,경상남도 창녕군 남지읍 반포리 627-1,35.4257982,128.404189
993,경상남도 창녕군 남지읍 반포리 627-1,35.4257982,128.404189
994,경기도 가평군 상면 행현리 125-3,37.7794281,127.3632876
995,경기도 가평군 상면 행현리 492,37.7587311,127.3612157
996,경기도 광주시 남한산성면 오전리 24,37.4551174,127.2350504
997,충청남도 서천군 서면 주항리 211-1,36.1593021,126.5755553
998,충청남도 서산시 팔봉면 호리 301-2,36.84111,126.3285421
999,충청북도 괴산군 청천면 이평리 264-23,36.6632095,127.8687455
1000,"경기도 포천시 소흘읍 무림리 94-1 , 94-2",37.7793062,127.141061
1001,경기도 포천시 이동면 장암리 46,38.0292026,127.3859783
1002,경기도 포천시 영북면 산정리 166-7,38.0450218,127.3040861
1003,경상북도 김천시 남면 월명리 612,36.0552567,128.2536235
1004,경상남도 사천시 서포면 선전리 890-2,34.99125799999999,127.9740607
1005,충청북도 보은군 산외면 이식리 84,36.5851633,127.697424
1006,경상북도 포항시 북구 죽장면 하옥리 446-1,36.3028908,129.2486562
1007,강원도 삼척시 근덕면 부남리 58-12,37.3600331,129.2455557
1008,경기도 김포시 운양동 48,37.6515851,126.7008647
1009,경상남도 산청군 단성면 방목리 627-11,35.3570204,127.9163927
1010,강원도 홍천군 두촌면 괘석리 489,37.8600754,128.0941613
1011,전라남도 장성군 북하면 월성리 788-1 이야기숲 관광농원,35.3289333,126.867506
1012,강원도 춘천시 동면 월곡리 661,37.9209176,127.8078123
1013,강원도 양양군 강현면 정암리 541-1 단독주택,38.1494812,128.6027922
1014,충청남도 공주시 계룡면 중장리 422-1 중장초등학교,36.3686003,127.1650678
1015,인천광역시 옹진군 영흥면 내리 1659-2,37.2688539,126.4708583
1016,강원도 양구군 양구읍 상리 475-2 475-3,38.105461,127.9727181
1017,충청남도 부여군 세도면 귀덕리 503-1,36.1672252,126.9726644
1018,충청남도 태안군 안면읍 승언리 1321-2,36.5144302,126.3529178
1019,충청남도 당진시 고대면 당진포리 490-5,36.9601087,126.5492897
1020,충청남도 금산군 남일면 신동리 691-38,35.9935554,127.4842018
1021,경기도 남양주시 수동면 내방리 147-9,37.7438298,127.2867334
1022,강원도 춘천시 남산면 수동리 562-24 외 13필지,37.7650159,127.6483895
1023,강원도 인제군 북면 월학리 2175,38.1583882,128.1839319
1024,인천광역시 옹진군 영흥면 내리 1651-4 1651-31,37.2688539,126.4708583
1025,전라북도 무주군 적상면 방이리 743-1,35.9589634,127.6095773
1026,경상남도 밀양시 청도면 조천리 산 57번지,35.5176004,128.617707
1027,서울특별시 서초구 원지동 207-1,37.44836890000001,127.0463708
1028,충청남도 청양군 화성면 농암리 267,36.4417439,126.7161124
1029,충청남도 태안군 남면 신장리 433-10,36.670012,126.2917488
1030,전라북도 무주군 설천면 삼공리 518번지,35.8946488,127.7757425
1031,경기도 포천시 영중면 성동리 341-1,38.0340161,127.2661261
1032,경기도 남양주시 수동면 지둔리 230-8번지,37.7271199,127.2985475
1033,인천광역시 강화군 송해면 양오리 640-1번지 외 1필지,37.7955584,126.4560131
1034,전라남도 여수시 소라면 사곡리 1190,34.79128499999999,127.5671303
1035,경기도 가평군 북면 소법리 103-2번지,37.8981417,127.5603897
1036,충청북도 충주시 앙성면 용대리 541,37.0841157,127.7481946
1037,경상남도 고성군 동해면 용정리 440,35.0279911,128.4801719
1038,강원도 홍천군 서면 개야리 154-11,37.6920814,127.6251196
1039,전라남도 신안군 자은면 한운리 산 1-4번지,34.922871,126.0743607
1040,경상북도 봉화군 봉성면 우곡리 산 48-1번지 문수산자연휴양림,36.9508666,128.8348264
1041,"경기도 양평군 옥천면 용천리 156-100 ,156-127",37.546279,127.5009244
1042,강원도 홍천군 북방면 노일리 907-1번지,37.6894598,127.7313017
1043,전라북도 진안군 부귀면 두남리 32-14 부귀산장,35.8525114,127.4300776
1044,"경기도 양평군 청운면 도원리 642 , 643-8번지",37.5516168,127.7918796
1045,경상남도 양산시 원동면 선리 6,35.5221515,129.0173334
1046,충청북도 청주시 청원구 오창읍 백현리 193-21 외 1필지(백현리 193-18),36.7163136,127.3662787
1047,경기도 남양주시 화도읍 금남리 171-7,37.6465043,127.3652592
1048,충청남도 서산시 대산읍 대로리 876-206번지,36.937935,126.3821348
1049,경기도 파주시 법원읍 웅담리 43-1 베세토 국제학교,37.9152586,126.9088479
1050,강원도 영월군 김삿갓면 와석리 605 묵산미술박물관,37.0940669,128.6153313
1051,경상북도 고령군 우곡면 도진리 270 우곡초등학교 도진분교장,35.6330679,128.3672932
1052,전라남도 곡성군 석곡면 유정리 37번지,35.1249253,127.2549084
1053,충청남도 태안군 근흥면 도황리 1526-171,36.6937117,126.2083953
1054,경상북도 안동시 길안면 대사리 702,36.3772885,128.9467466
1055,경기도 가평군 상면 행현리 224-2 독박골대청마루,37.7747811,127.3585553
1056,경기도 양평군 양서면 용담리 204-4 204-5,37.5480405,127.3242968
1057,강원도 정선군 신동읍 덕천리 436-4번지 연포분교,37.2512698,128.5716196
1058,강원도 춘천시 남산면 강촌리 432-21,37.7951304,127.6094796
1059,경상북도 문경시 문경읍 고요리 산 79-2번지,36.7303455,128.1741992
1060,경기도 양주시 남면 신암리 187-6,37.9221878,126.9664197
1061,제주특별자치도 서귀포시 표선면 가시리 산 158번지,33.3988071,126.7063341
1062,충청남도 서산시 팔봉면 호리 562-4,36.8345986,126.3296187
1063,강원도 양양군 서면 오색리 187,38.07330109999999,128.4899557
1064,인천광역시 강화군 삼산면 석모리 18-2,37.7007569,126.3356111
1065,경기도 김포시 운양동 48-1번지,37.6511744,126.7008752
1066,전라남도 보성군 미력면 화방리 614-1번지,34.8111474,127.1162133
1067,강원도 철원군 근남면 잠곡리 247,38.202137,127.4725729
1068,경기도 남양주시 수동면 외방리 409-4,37.7397877,127.3055806
1069,인천광역시 강화군 하점면 신삼리 177-3,37.755149,126.4077036
